testID,distanceTB1Away,distanceTB2Away
MODELFILE01_Test_001_26_05_2025_23_54_01,0.0698507260957637,3.7678950533439113
MODELFILE01_Test_002_26_05_2025_23_54_01,2.672360589143539,0.0820666846685842
MODELFILE01_Test_003_26_05_2025_23_54_01,2.6888367859117874,0.6014032042736714
MODELFILE01_Test_004_26_05_2025_23_54_01,2.7510909567960846,2.4736462884704866
MODELFILE01_Test_005_26_05_2025_23_54_01,2.884501800780958,3.049345836507907
MODELFILE01_Test_006_26_05_2025_23_54_01,1.7053051188183228,0.1287796280927094
MODELFILE01_Test_007_26_05_2025_23_54_01,2.384535694062482,0.8876385862158671
MODELFILE01_Test_008_26_05_2025_23_54_01,2.1718932818838588,1.1018177610803532
MODELFILE01_Test_010_26_05_2025_23_54_01,2.1061121675354384,1.2467619481692531
MODELFILE01_Test_011_26_05_2025_23_54_01,1.2017368345523334,2.670353543469779
MODELFILE01_Test_012_26_05_2025_23_54_01,2.733510320966711,1.3156188260509982
MODELFILE01_Test_013_26_05_2025_23_54_01,0.701928608076968,1.160865147734018
MODELFILE01_Test_014_26_05_2025_23_54_01,2.867005358920641,2.394617460631963
MODELFILE01_Test_015_26_05_2025_23_54_01,1.9224755717664543,1.6644680183015008
MODELFILE01_Test_016_26_05_2025_23_54_01,0.0585974248292071,2.8198557269330307
MODELFILE01_Test_017_26_05_2025_23_54_01,2.4320664868491573,3.800939935879455
MODELFILE01_Test_018_26_05_2025_23_54_01,0.3158460673340916,2.9650014947051684
MODELFILE01_Test_020_26_05_2025_23_54_01,2.114923759687907,2.8982243641455887
MODELFILE01_Test_021_26_05_2025_23_54_01,2.6287835276750813,2.3931873644134734
MODELFILE01_Test_022_26_05_2025_23_54_01,2.434973057746168,0.025400480131234
MODELFILE01_Test_023_26_05_2025_23_54_01,1.2669692663479082,1.7670773866363287
MODELFILE01_Test_024_26_05_2025_23_54_01,0.8681850161159841,1.3097680101587004
MODELFILE01_Test_025_26_05_2025_23_54_01,2.272297449369159,3.634487475563003
MODELFILE01_Test_026_26_05_2025_23_54_01,2.982278330426485,1.925529113072547
MODELFILE01_Test_027_26_05_2025_23_54_01,1.4746590954777938,3.662983258357071
MODELFILE01_Test_028_26_05_2025_23_54_01,2.0334095108360173,3.7116945281942137
MODELFILE01_Test_029_26_05_2025_23_54_01,2.984934804629236,0.68137347886094
MODELFILE01_Test_030_26_05_2025_23_54_01,1.144848932588239,0.1127603253820627
MODELFILE01_Test_031_26_05_2025_23_54_01,1.7063575481486262,3.808365023923467
MODELFILE01_Test_032_26_05_2025_23_54_01,2.804379293741708,0.6197635020153314
MODELFILE01_Test_033_27_05_2025_00_45_23,2.6569997278807387,2.40272772077827
MODELFILE01_Test_034_27_05_2025_00_45_23,2.1569691318794164,0.0238368156482742
MODELFILE01_Test_035_27_05_2025_00_45_23,0.1857429960554406,3.81023594323882
MODELFILE01_Test_036_27_05_2025_00_45_23,2.92370530875421,2.978927372233035
MODELFILE01_Test_037_27_05_2025_00_45_23,2.745925381851008,2.177588615977597
MODELFILE01_Test_038_27_05_2025_00_45_23,1.1333980826991217,1.471412420324056
MODELFILE01_Test_039_27_05_2025_00_45_23,2.603904047326353,0.3631805726423668
MODELFILE01_Test_040_27_05_2025_00_45_23,0.7957502880946009,0.5761045731854466
MODELFILE01_Test_041_27_05_2025_00_45_23,1.7182412113652974,0.7116286179095724
MODELFILE01_Test_042_27_05_2025_00_45_23,0.0430084126280491,3.2294794090929035
MODELFILE01_Test_043_27_05_2025_00_45_23,1.7285924337323102,2.861723762539777
MODELFILE01_Test_044_27_05_2025_00_45_23,1.2087794681113917,1.5096539547898111
MODELFILE01_Test_045_27_05_2025_00_45_23,0.3554987541044553,2.632724075279906
MODELFILE01_Test_046_27_05_2025_00_45_23,0.9678572532171148,0.8753833004880786
MODELFILE01_Test_047_27_05_2025_00_45_23,0.0473694824716621,0.0318972727429035
MODELFILE01_Test_048_27_05_2025_00_45_23,3.0315048455054554,2.233997266609619
