,predicted_val,actual_val
0,9.236405600223053,8.711359591313379
1,9.25036737599,9.911184580852048
2,4.451315288117811,5.448697307762575
3,9.340997778740045,9.91106040889772
4,9.115720552398892,9.911013890276308
5,3.4012620719877487,6.672040581989513
6,8.978314940225443,9.311298972020335
7,9.436886322280193,9.311554177816642
8,1.9494109306926612,1.3448566047246235
9,0.8080644331324063,0.5470927706752509
10,6.192426762439087,9.311291430180264
11,3.323241958795958,2.561263758963493
12,2.0695984196457093,2.133967816025773
13,9.288468626323336,9.311025143738188
14,9.267202275882253,8.711384900018826
15,9.309002545627795,9.910977618519706
16,9.351119386336473,9.911199463868371
17,9.300072934786176,9.311188800572182
18,9.439670699609781,9.311067595744351
19,9.479925540821386,10.0
20,9.422973397213601,0.8200642988215979
21,9.365045031180758,9.311175165815616
22,9.330893378566337,9.31128962858376
23,7.384945629266278,6.735374177662095
24,2.1366206802052665,2.1058541534134143
25,8.98268559842286,7.51218945663849
26,1.2539960687341807,2.1500056614481227
27,3.5402566432618596,2.160179996067277
28,8.975593221461285,9.311227320429769
29,9.250117563955678,9.311465426775232
30,9.450567696556826,9.311067354403988
31,1.2026028158336206,1.0025391406037445
32,9.100228005147962,8.11170299550563
33,9.374384022127488,8.711454966186379
34,9.004253548424368,10.0
35,2.7176393581929355,0.5109594088869536
36,9.332182004150162,7.512140065237869
37,9.245968783565829,9.31126296081483
38,0.7369448067785058,0.7602594742004298
39,0.49460872225090874,0.4454036614895088
40,9.397122620680506,10.0
41,9.407203098649314,8.711338192293836
42,9.248789535651227,9.3112906009417
43,1.399164950993422,2.0081265623994846
44,9.169832909821665,9.911205365100232
45,3.466782656810593,3.05081192736383
46,9.291966031970235,9.311048957170613
47,1.7084201749562882,2.127106942737149
48,9.365866342268689,8.111675106392013
49,9.266782206094142,8.111668924859774
50,9.323668980663951,9.311216432365487
51,1.9194731170189,2.105775630922025
52,4.023325202140031,5.397840771067261
53,9.181997456808697,9.910997845126683
54,8.99361419919419,10.0
55,9.324479545736057,9.31099989892517
56,9.363721289559695,9.311225827794177
57,9.175246741342262,8.71136710756132
58,9.393919085758082,9.311400090784185
59,8.184633625373305,10.0
60,9.130284427283907,9.910726691511254
61,1.040657601326184,0.3893007278359249
62,9.448037798689041,9.311301455988437
63,1.0742581151092987,1.147119303995232
64,9.249708004104052,9.311284986395714
65,1.9096072649612157,2.100569920408355
66,8.416402129697182,9.311003269530728
67,8.146366212462784,10.0
68,3.811826692113208,3.118746268262107
69,4.249347787669396,2.1409882826791216
70,9.436886322280193,9.311293796304136
71,9.211328449740078,9.311316156257256
72,9.053251019035416,8.508716207720255
73,0.6873750204755812,0.3532365967527074
74,1.6530589577775219,2.1323473528633503
75,9.448037798689041,9.910960506034776
76,9.404506494188531,9.911209979908824
77,9.330030802514601,9.311165288247258
78,0.732890675848716,0.6405405823212647
79,9.07850695247294,9.311000144421868
80,8.972365185458305,9.311335532231016
81,3.0031333942030316,2.077323144832348
82,9.050474624425872,9.31121950551946
83,2.22836170655306,0.9017481043227228
84,3.596017319017487,2.57926853417969
85,9.353483474617008,9.31150062658168
86,9.36519824718677,9.311203451253354
87,9.379990881846197,10.0
88,9.394944242648943,9.311279544340302
89,4.240350441064612,2.226656606509476
90,9.071038368912191,9.910978727974136
91,9.305921190766641,9.911121917676658
92,8.903950627518356,9.911125722313626
93,2.448012163918396,2.265460728098347
94,2.7989703531632686,2.1557453428332147
95,9.364256781754714,9.911062111788535
96,1.0328519058126444,1.1477706131547758
97,9.346857437811014,9.311470201919594
98,9.422973397213601,9.31128037360874
99,8.919338497213452,9.31128009370526
100,9.249318830988493,8.711335343136515
101,3.651956776445686,0.3866067418279135
102,8.83966068759352,7.512212335641062
103,9.248586468972078,9.911016109491024
104,9.042451671566898,10.0
105,9.200795180497341,8.71131952727866
106,9.31641526670907,9.311234771729238
107,8.784561832894406,9.311198373600512
108,9.311237797684926,9.911210755699615
109,9.33736731311311,8.111772781025444
110,9.190694731286516,8.711377717963696
111,9.338882244250014,8.711383003246294
112,4.657798265035461,2.4123550065994785
113,1.223368776962779,0.5534481987966807
114,9.030608379107234,9.311067281117593
115,8.972798565663686,8.484495905078466
116,8.944692166906131,9.311197383371557
117,9.40476929166589,9.311437158433192
118,4.24606486477127,2.993890993770889
119,9.242635834095427,8.711550291186125
120,9.424200611565961,9.31120395872485
121,9.181337048642133,10.0
122,9.449083349337293,9.311483829937746
123,0.7274365987389857,0.690849770063089
124,9.373096149477778,9.911210644488316
125,1.472395554776219,2.154335742607874
126,5.791438816273128,8.711356936466132
127,9.221650621616366,8.111735359440015
128,9.241419993757892,10.0
129,3.89906932632309,2.5711101810517585
130,8.558732283997287,9.311072456182268
131,3.9841182721670503,7.292675550613671
132,3.6224278630426827,2.2787742266352806
133,7.935638235584548,10.0
134,9.38431711044417,9.910987650818988
135,9.441050582624127,10.0
136,9.206700418060251,8.11174874261693
