testID,pathCompletion,distanceToHuman1,distanceToStaticHumans,Unnamed: 4
MODELFILE03_Test_070_05_07_2025_14_52_18,0.9986206896346193,1.0137611170561385,0.4581067960723209,
MODELFILE03_Test_084_05_07_2025_14_52_18,0.9972413792692382,9.311106018477464,0.3680281688818043,
MODELFILE03_Test_093_05_07_2025_14_52_18,0.7172413793103448,9.311000273785654,1.5357206839975557,
MODELFILE03_Test_095_05_07_2025_14_52_18,0.8220689576247643,8.711313677362075,2.119426506479724,
MODELFILE03_Test_100_05_07_2025_16_01_10,0.4618553424703664,2.1336615358432187,4.0,
MODELFILE03_Test_104_05_07_2025_16_01_10,0.474762541672279,2.140025918354161,4.0,
MODELFILE03_Test_110_05_07_2025_16_01_10,0.9972413792692382,4.19343904940945,1.085861294362935,
MODELFILE03_Test_112_05_07_2025_16_01_10,0.9986206896346193,9.31103692840876,0.4022403604047347,
MODELFILE03_Test_113_05_07_2025_16_01_10,0.7089655119797279,8.7115627450593,2.144156272349403,
MODELFILE03_Test_124_05_07_2025_16_01_10,0.7089655119797279,9.31100266227292,2.1393569524323754,
MODELFILE04_Test_006_05_07_2025_17_15_08,0.9972413792692382,4.310664111802813,0.3637597877268355,
MODELFILE04_Test_018_05_07_2025_17_15_08,0.7089655119797279,9.311087617436224,2.1840360362565017,
MODELFILE04_Test_024_05_07_2025_17_15_08,0.9986206896346193,8.4288377111797,0.3911966165678843,
MODELFILE04_Test_028_05_07_2025_17_15_08,0.9972413792692382,8.111731079804619,3.5282136018357653,
MODELFILE04_Test_030_05_07_2025_17_15_08,0.7089655119797279,9.910990195195378,2.5983538205224,
MODELFILE04_Test_031_05_07_2025_17_15_08,0.9972413792692382,9.31106479110294,1.148854012617896,
MODELFILE04_Test_034_05_07_2025_18_25_40,0.8206896551724138,9.311272904756596,2.1422664849872617,
MODELFILE04_Test_041_05_07_2025_18_25_40,0.8206896551724138,9.910994275635208,2.543888722417808,
MODELFILE04_Test_043_05_07_2025_18_25_40,0.9972413792692382,9.311404504972238,3.01599721871071,
MODELFILE04_Test_049_05_07_2025_18_25_40,0.9972413792692382,6.547910858848813,1.1973872433806303,
MODELFILE04_Test_072_05_07_2025_19_30_12,0.8234482732312433,9.311054040714817,2.6853514946753623,
MODELFILE04_Test_076_05_07_2025_19_30_12,0.8206896551724138,9.311143535556038,2.1607113289031568,
MODELFILE04_Test_105_05_07_2025_20_35_55,0.7089655119797279,8.711311484502446,2.2156906411433264,
MODELFILE04_Test_106_05_07_2025_20_35_55,0.7448275862068965,2.1081035302451503,3.5399248862493526,
MODELFILE04_Test_116_05_07_2025_20_35_55,0.8248275888377222,6.245238682331493,2.65890144716399,
MODELFILE04_Test_120_05_07_2025_20_35_55,0.8510344801277949,7.196610987002288,1.906206887813797,
MODELFILE05_Test_012_05_07_2025_21_47_17,0.9986206896346193,8.71133791416914,3.4723005995412453,
MODELFILE05_Test_018_05_07_2025_21_47_17,0.9986206896346193,9.31100070038607,1.064142612662242,
MODELFILE05_Test_023_05_07_2025_21_47_17,0.9986206896346193,9.911000338203626,2.8999951229968435,
MODELFILE05_Test_026_05_07_2025_21_47_17,0.711724143192686,9.311215829838066,1.9918954615163784,
MODELFILE05_Test_033_05_07_2025_22_56_39,0.7103448275862069,3.7916087423062494,2.3559638889897494,
MODELFILE05_Test_041_05_07_2025_22_56_39,0.9972413792692382,8.711377705019865,0.639987840517951,
MODELFILE05_Test_051_05_07_2025_22_56_39,0.8262068912900727,9.91088498826162,1.7779811950392854,
MODELFILE05_Test_057_05_07_2025_22_56_39,0.711724143192686,9.311248740395326,2.7063642846282603,
MODELFILE05_Test_061_05_07_2025_22_56_39,0.7089655119797279,2.106117704346488,2.1313485976264737,
MODELFILE05_Test_072_06_07_2025_00_04_21,0.9972413792692382,9.311238286961208,0.4745524847300272,
MODELFILE05_Test_080_06_07_2025_00_04_21,0.8220689576247643,10.0,2.024661763973897,
MODELFILE05_Test_099_06_07_2025_01_09_53,0.7103448275862069,9.311339321821796,2.1105901360153108,
MODELFILE05_Test_105_06_07_2025_01_09_53,0.9958620688010906,9.311464307374845,0.9819803107257776,
MODELFILE05_Test_117_06_07_2025_01_09_53,0.9972413792692382,9.31117912326072,0.5216249040143331,
MODELFILE05_Test_126_06_07_2025_01_09_53,0.7089655119797279,7.512088862671392,2.1637935482180746,
MODELFILE05_Test_127_06_07_2025_01_09_53,0.9972413792692382,9.311221386527809,1.2332846341386128,
MODELFILE06_Test_002_06_07_2025_02_18_25,0.5364359888537177,2.143074431444945,4.0,
MODELFILE06_Test_035_06_07_2025_03_29_18,0.9972413792692382,8.71155203044858,0.8971244205096569,
MODELFILE06_Test_037_06_07_2025_03_29_18,0.9972413792692382,10.0,0.5968494036385565,
MODELFILE06_Test_042_06_07_2025_03_29_18,0.9972413792692382,9.025598227896412,2.9707266687829645,
MODELFILE06_Test_060_06_07_2025_03_29_18,0.9379310344827586,9.311301787214187,0.4736161242257994,
MODELFILE06_Test_062_06_07_2025_03_29_18,0.9986206896346193,5.391241362472105,2.060691200587694,
MODELFILE06_Test_096_06_07_2025_04_38_30,0.9393103435121734,0.4939793475225537,3.4752768146181543,
MODELFILE06_Test_100_06_07_2025_05_44_32,0.9986206896346193,10.0,0.8624241295183227,
MODELFILE06_Test_101_06_07_2025_05_44_32,0.9696551717560868,0.4926789143308693,3.5266979947122463,
MODELFILE06_Test_107_06_07_2025_05_44_32,0.7103448275862069,2.1730008693809824,2.150030840933043,
MODELFILE06_Test_120_06_07_2025_05_44_32,0.8331034430142107,2.102607437686417,0.3551042041617774,
MODELFILE06_Test_121_06_07_2025_05_44_32,0.9986206896346193,5.456849226960613,1.6636241040966484,
MODELFILE06_Test_124_06_07_2025_05_44_32,0.7089655119797279,8.71136710756132,2.2375546360435137,
MODELFILE06_Test_125_06_07_2025_05_44_32,0.9986206896346193,9.311015149103774,1.6750313102093606,
MODELFILE07_Test_019_06_07_2025_06_58_39,0.7089655119797279,9.311043505763374,2.140941779183464,
MODELFILE07_Test_021_06_07_2025_06_58_39,0.9972413792692382,9.311033907873952,3.543665026466936,
MODELFILE07_Test_022_06_07_2025_06_58_39,0.9972413792692382,9.31120395872485,0.7432445293742669,
MODELFILE07_Test_024_06_07_2025_06_58_39,0.9972413792692382,9.311242675790496,3.319456460402877,
MODELFILE07_Test_035_06_07_2025_08_03_01,0.9986206896346193,9.311145778777089,3.487207960885436,
MODELFILE07_Test_043_06_07_2025_08_03_01,0.9986206896346193,1.2997151464333734,3.6244616489934,
MODELFILE07_Test_044_06_07_2025_08_03_01,0.8220689576247643,8.711377717963696,2.103149841747619,
MODELFILE07_Test_051_06_07_2025_08_03_01,0.7103448275862069,10.0,2.6235484683070216,
MODELFILE07_Test_065_06_07_2025_09_08_23,0.9972413792692382,5.713850016455497,3.471379748301004,
MODELFILE07_Test_085_06_07_2025_09_08_23,0.9972413792692382,0.3018461421481042,3.5226885054951387,
MODELFILE07_Test_095_06_07_2025_09_08_23,0.7089655119797279,9.311371507947452,2.1959363758478214,
MODELFILE07_Test_102_06_07_2025_10_17_56,0.7737931087099272,2.0893053515880022,0.7203542907538243,
MODELFILE07_Test_110_06_07_2025_10_17_56,0.9972413792692382,9.911195169253867,1.0296928205127491,
MODELFILE07_Test_116_06_07_2025_10_17_56,0.9117241366156216,0.3411185928421129,3.5546467504380246,
MODELFILE07_Test_120_06_07_2025_10_17_56,0.7172413793103448,2.0895664638501787,3.920716090180698,
MODELFILE07_Test_121_06_07_2025_10_17_56,0.8220689576247643,9.91119556400571,2.152664915734627,
MODELFILE07_Test_127_06_07_2025_10_17_56,0.9531034469604492,9.311244465643409,0.9908190719523612,
MODELFILE08_Test_005_06_07_2025_13_46_41,0.9972413792692382,1.2246782636915876,2.3376177664817472,
MODELFILE08_Test_006_06_07_2025_13_46_41,0.8510344801277949,9.311241154048338,1.8992876876518183,
MODELFILE08_Test_020_06_07_2025_13_46_41,0.9972413792692382,9.311005479568356,3.5151500388147703,
MODELFILE08_Test_026_06_07_2025_13_46_41,0.9986206896346193,9.91109475134887,3.493808701415457,
MODELFILE08_Test_027_06_07_2025_13_46_41,0.9986206896346193,10.0,3.394131944315611,
MODELFILE08_Test_031_06_07_2025_13_46_41,0.9972413792692382,9.311464921359216,2.9139810768925853,
MODELFILE08_Test_036_06_07_2025_14_53_43,0.7089655119797279,8.711330995273052,2.303709027792913,
MODELFILE08_Test_043_06_07_2025_14_53_43,0.7089655119797279,8.111726592351902,2.129779905192773,
MODELFILE08_Test_045_06_07_2025_14_53_43,0.7089655119797279,10.0,2.4071374610895697,
MODELFILE08_Test_058_06_07_2025_14_53_43,0.9972413792692382,6.5564890778541765,2.341915767512744,
MODELFILE08_Test_061_06_07_2025_14_53_43,0.9958620688010906,9.311247142844207,3.5080942392378343,
MODELFILE08_Test_065_06_07_2025_16_03_05,0.7103448275862069,9.64838709178723,2.577876846628365,
MODELFILE08_Test_074_06_07_2025_16_03_05,0.8689655172413793,8.711598037144162,1.1387727206303826,
MODELFILE08_Test_081_06_07_2025_16_03_05,0.7393103500892376,9.311187527724927,1.891644967666136,
MODELFILE08_Test_087_06_07_2025_16_03_05,0.9972413792692382,0.3532900545953293,0.0833261681033974,
MODELFILE08_Test_094_06_07_2025_16_03_05,0.7089655119797279,9.91115889706098,2.1088114410688528,
MODELFILE08_Test_101_06_07_2025_17_10_48,0.8689655172413793,9.311383694258597,1.287324726047916,
MODELFILE08_Test_111_06_07_2025_17_10_48,0.9972413792692382,0.4544286329108866,1.9177482131838144,
MODELFILE08_Test_115_06_07_2025_17_10_48,0.6606896499107624,2.1224543060966945,4.0,
MODELFILE08_Test_119_06_07_2025_17_10_48,0.7089655119797279,9.910933662421938,2.13610432305733,
MODELFILE09_Test_001_06_07_2025_18_24_04,0.7089655119797279,9.311064572518845,2.12906717714637,
MODELFILE09_Test_008_06_07_2025_18_24_04,0.9986206896346193,10.0,3.60728705108647,
MODELFILE09_Test_019_06_07_2025_18_24_04,0.7089655119797279,9.91122289276635,2.3078417739231534,
MODELFILE09_Test_020_06_07_2025_18_24_04,0.8055172361176589,2.11244799160789,1.963695315613749,
MODELFILE09_Test_042_06_07_2025_19_33_16,0.9972413792692382,9.31118257152434,3.0969820545783704,
MODELFILE09_Test_045_06_07_2025_19_33_16,0.7103448275862069,10.0,2.1209301007817114,
MODELFILE09_Test_053_06_07_2025_19_33_16,0.8248275888377222,9.311245776353482,1.664371453515763,
MODELFILE09_Test_055_06_07_2025_19_33_16,0.8206896551724138,9.31112472670546,1.4326324335363088,
MODELFILE09_Test_071_06_07_2025_20_39_28,0.7103448275862069,8.711344730415542,2.1410451657859118,
MODELFILE09_Test_072_06_07_2025_20_39_28,0.7089655119797279,9.911001218909062,2.158822663580104,
MODELFILE09_Test_091_06_07_2025_20_39_28,0.7089655119797279,9.311361977182209,2.1380251776074863,
MODELFILE09_Test_092_06_07_2025_20_39_28,0.9972413792692382,10.0,0.4081395303281155,
MODELFILE09_Test_093_06_07_2025_20_39_28,0.9986206896346193,9.311285976965022,0.6772473445265631,
MODELFILE09_Test_107_06_07_2025_21_43_41,0.8593103474584118,5.424661432089079,0.2838443636634742,
MODELFILE09_Test_120_06_07_2025_21_43_41,0.7089655119797279,9.31127381670547,2.117556602132799,
MODELFILE09_Test_123_06_07_2025_21_43_41,0.9972413792692382,1.1022740558486928,3.203366251897133,
MODELFILE10_Test_007_06_07_2025_22_57_53,0.7103448275862069,9.911037770219115,2.749424462256865,
MODELFILE10_Test_008_06_07_2025_22_57_53,0.7089655119797279,10.0,2.377982317466947,
MODELFILE10_Test_009_06_07_2025_22_57_53,0.5579479875235722,2.104908545642128,4.0,
MODELFILE10_Test_011_06_07_2025_22_57_53,0.9972413792692382,8.111711875212029,2.538425029206388,
MODELFILE10_Test_025_06_07_2025_22_57_53,0.56798692900559,2.112404969101284,4.0,
MODELFILE10_Test_046_07_07_2025_00_05_55,0.9972413792692382,8.711512216085639,0.5960009029287828,
MODELFILE10_Test_047_07_07_2025_00_05_55,0.9972413792692382,9.311474637168118,3.3060067217272304,
MODELFILE10_Test_052_07_07_2025_00_05_55,0.8220689576247643,9.311497504541569,2.029220125199512,
MODELFILE10_Test_069_07_07_2025_01_13_47,0.8206896551724138,0.3523801513889654,2.2128218558914394,
MODELFILE10_Test_085_07_07_2025_01_13_47,0.7186206949168238,10.0,1.6245263865423345,
MODELFILE10_Test_091_07_07_2025_01_13_47,0.7172413793103448,10.0,1.7520767238424522,
MODELFILE10_Test_099_07_07_2025_02_20_40,0.7213792998215247,9.311264209509698,1.4881077495287092,
MODELFILE10_Test_111_07_07_2025_02_20_40,0.7089655119797279,9.910952884596782,2.176547978714547,
MODELFILE10_Test_112_07_07_2025_02_20_40,0.7103448275862069,8.111669611262158,2.115730401940878,
MODELFILE10_Test_128_07_07_2025_02_20_40,0.7186206949168238,9.911094819570128,1.62771747055224,
MODELFILE11_Test_007_07_07_2025_03_34_16,0.7103448275862069,8.111889305548367,2.7202618509527743,
MODELFILE11_Test_017_07_07_2025_03_34_16,0.8220689576247643,10.0,2.1979272159950938,
MODELFILE11_Test_024_07_07_2025_03_34_16,0.8220689576247643,10.0,2.098244666211227,
MODELFILE11_Test_027_07_07_2025_03_34_16,0.5848275809452452,2.1394187375864804,4.0,
MODELFILE11_Test_032_07_07_2025_03_34_16,0.7089655119797279,8.711594647918528,2.6446165968550988,
MODELFILE11_Test_035_07_07_2025_04_42_58,0.9117241366156216,3.02097061217642,2.3029416741344653,
MODELFILE11_Test_037_07_07_2025_04_42_58,0.8206896551724138,8.111724675451763,2.6068540154042608,
MODELFILE11_Test_040_07_07_2025_04_42_58,0.9972413792692382,4.879642851272122,2.2704804781641013,
MODELFILE11_Test_056_07_07_2025_04_42_58,0.7089655119797279,8.111741401870978,2.765572821280152,
MODELFILE11_Test_059_07_07_2025_04_42_58,0.9972413792692382,7.512146843182157,2.2517439100003034,
MODELFILE11_Test_060_07_07_2025_04_42_58,0.9986206896346193,10.0,0.4838596743512705,
MODELFILE11_Test_069_07_07_2025_05_51_50,0.8206896551724138,9.311300353940718,2.543686488930107,
MODELFILE11_Test_077_07_07_2025_05_51_50,0.7089655119797279,9.627210988334364,2.1858078554821057,
MODELFILE11_Test_091_07_07_2025_05_51_50,0.8220689576247643,9.311000866143326,2.1452566081104703,
MODELFILE11_Test_094_07_07_2025_05_51_50,0.711724143192686,0.6869767149588099,1.9743409740055735,
MODELFILE11_Test_114_07_07_2025_07_00_02,0.7103448275862069,9.9109565197824,2.726659782443156,
MODELFILE11_Test_116_07_07_2025_07_00_02,0.7103448275862069,9.311209615080122,2.106740561695645,
MODELFILE11_Test_118_07_07_2025_07_00_02,0.9048275848914836,2.116267986270429,2.3250206477687456,
MODELFILE12_Test_003_07_07_2025_08_11_40,0.7103448275862069,8.711338437877584,2.097622862486311,
MODELFILE12_Test_004_07_07_2025_08_11_40,0.9972413792692382,9.311302826195154,2.2291476479627628,
MODELFILE12_Test_005_07_07_2025_08_11_40,0.9972413792692382,10.0,0.7672950062085203,
MODELFILE12_Test_010_07_07_2025_08_11_40,0.7131034324909078,9.311009731914227,2.1740166079430563,
MODELFILE12_Test_014_07_07_2025_08_11_40,0.7103448275862069,9.910987983991374,2.1227918896383526,
MODELFILE12_Test_018_07_07_2025_08_11_40,0.7103448275862069,8.711866877754568,2.1219725995438905,
MODELFILE12_Test_025_07_07_2025_08_11_40,0.8234482732312433,2.463758720533799,2.728800056615697,
MODELFILE12_Test_027_07_07_2025_08_11_40,0.9986206896346193,8.711313677362075,2.737649779221794,
MODELFILE12_Test_031_07_07_2025_08_11_40,0.9986206896346193,10.0,3.5979847438057977,
MODELFILE12_Test_032_07_07_2025_08_11_40,0.7089655119797279,10.0,2.156035766781242,
MODELFILE12_Test_038_07_07_2025_09_21_32,0.7103448275862069,9.311230334577328,2.070334714141394,
MODELFILE12_Test_039_07_07_2025_09_21_32,0.7103448275862069,7.815872109691413,2.7570453988701016,
MODELFILE12_Test_078_07_07_2025_10_29_54,0.9972413792692382,9.311000004803418,1.0165961273033262,
MODELFILE12_Test_083_07_07_2025_10_29_54,0.9986206896346193,8.711313677362075,1.29929313052396,
MODELFILE12_Test_099_07_07_2025_11_38_06,0.7089655119797279,8.7113174465426,2.124228182151524,
MODELFILE12_Test_117_07_07_2025_11_38_06,0.5507773037614494,2.32953581863643,4.0,
MODELFILE12_Test_120_07_07_2025_11_38_06,0.8206896551724138,3.2764785985449683,2.341998226380098,
MODELFILE12_Test_121_07_07_2025_11_38_06,0.7089655119797279,10.0,2.102119691153017,
MODELFILE13_Test_006_08_07_2025_01_59_04,0.9972413792692382,10.0,1.0240590077061102,
MODELFILE13_Test_010_08_07_2025_01_59_04,0.7089655119797279,10.0,2.155174958469986,
MODELFILE13_Test_013_08_07_2025_01_59_04,0.9972413792692382,9.310999937707626,3.487143760230122,
MODELFILE13_Test_014_08_07_2025_01_59_04,0.9972413792692382,2.202082958888291,1.2446576477570264,
MODELFILE13_Test_016_08_07_2025_01_59_04,0.4618553424703664,1.266309454793291,4.0,
MODELFILE13_Test_023_08_07_2025_01_59_04,0.8206896551724138,9.311032041141535,2.178271551153755,
MODELFILE13_Test_024_08_07_2025_01_59_04,0.7089655119797279,2.5155747105782083,2.3564339090319124,
MODELFILE13_Test_035_08_07_2025_03_07_46,0.9972413792692382,9.91117906586261,0.9903079253479092,
MODELFILE13_Test_050_08_07_2025_03_07_46,0.9986206896346193,8.111778335045775,2.3068556894555328,
MODELFILE13_Test_052_08_07_2025_03_07_46,0.9972413792692382,0.5622419755300699,0.9539238446111132,
MODELFILE13_Test_062_08_07_2025_03_07_46,0.9972413792692382,8.711323040149612,0.2934945305433343,
MODELFILE13_Test_063_08_07_2025_03_07_46,0.8206896551724138,10.0,2.1393730049571804,
MODELFILE13_Test_067_08_07_2025_04_15_58,0.8220689576247643,3.317511199424142,2.0929177168235,
MODELFILE13_Test_076_08_07_2025_04_15_58,0.7103448275862069,8.71134205221215,2.2129918533984783,
MODELFILE13_Test_077_08_07_2025_04_15_58,0.8206896551724138,9.911297051349548,2.13380404261952,
MODELFILE13_Test_079_08_07_2025_04_15_58,0.9972413792692382,7.512128985085155,0.4185424720976156,
MODELFILE13_Test_080_08_07_2025_04_15_58,0.7089655119797279,8.711378538656437,2.168335063132398,
MODELFILE13_Test_092_08_07_2025_04_15_58,0.8220689576247643,7.512173502335304,2.120588783846691,
MODELFILE13_Test_096_08_07_2025_04_15_58,0.383489832384833,2.0796910630594745,4.0,
MODELFILE13_Test_101_08_07_2025_05_23_51,0.9986206896346193,2.1716010078940946,1.048140125665711,
MODELFILE13_Test_104_08_07_2025_05_23_51,0.7089655119797279,8.711544079666657,2.118696883724569,
MODELFILE13_Test_113_08_07_2025_05_23_51,0.7089655119797279,9.311053999285049,2.141865722188621,
MODELFILE13_Test_114_08_07_2025_05_23_51,0.7103448275862069,9.911210537066694,2.084022187023558,
MODELFILE13_Test_116_08_07_2025_05_23_51,0.7089655119797279,9.910950156775176,2.283760971049725,
MODELFILE14_Test_015_08_07_2025_06_36_36,0.6289655225030307,2.4631868274032347,4.0,
MODELFILE14_Test_020_08_07_2025_06_36_36,0.9972413792692382,9.311328811680216,1.4930588995036949,
MODELFILE14_Test_027_08_07_2025_06_36_36,0.9972413792692382,8.71157358509413,2.970993575387552,
MODELFILE14_Test_033_08_07_2025_07_42_38,0.9972413792692382,3.682712428073279,0.7300178009937927,
MODELFILE14_Test_050_08_07_2025_07_42_38,0.9972413792692382,9.310999937707626,1.9966129709046216,
MODELFILE14_Test_052_08_07_2025_07_42_38,0.8262068912900727,0.2404723004986841,2.417835222628949,
MODELFILE14_Test_074_08_07_2025_08_51_10,0.7089655119797279,9.311061948563063,2.152462813063529,
MODELFILE14_Test_082_08_07_2025_08_51_10,0.7089655119797279,8.111669479976971,2.1570063995509656,
MODELFILE14_Test_085_08_07_2025_08_51_10,0.7103448275862069,4.3046734604402666,2.090932552560079,
MODELFILE14_Test_095_08_07_2025_08_51_10,0.9972413792692382,9.3113800552689,0.1059572875930637,
MODELFILE14_Test_098_08_07_2025_09_59_53,0.9972413792692382,2.679084784278533,3.452522867073375,
MODELFILE14_Test_099_08_07_2025_09_59_53,0.9972413792692382,9.311286146803646,3.477064815831923,
MODELFILE14_Test_106_08_07_2025_09_59_53,0.9972413792692382,6.534109488320375,0.3411721286523391,
MODELFILE14_Test_109_08_07_2025_09_59_53,0.7089655119797279,9.911078470223998,2.1557595342228515,
MODELFILE14_Test_117_08_07_2025_09_59_53,0.8206896551724138,4.852720274719716,0.6721997951730869,
MODELFILE14_Test_119_08_07_2025_09_59_53,0.7089655119797279,9.311335806320596,2.1480976786007684,
MODELFILE15_Test_004_08_07_2025_11_10_26,0.9972413792692382,8.111674824350217,1.6779462771382034,
MODELFILE15_Test_008_08_07_2025_11_10_26,0.7393103500892376,2.5873171408582065,1.4865999513847288,
MODELFILE15_Test_010_08_07_2025_11_10_26,0.9986206896346193,0.6532148963598261,3.5723396786780657,
MODELFILE15_Test_017_08_07_2025_11_10_26,0.9986206896346193,9.311094669735883,0.3847504251098727,
MODELFILE15_Test_022_08_07_2025_11_10_26,0.9972413792692382,9.311000866143326,3.484885724847886,
MODELFILE15_Test_024_08_07_2025_11_10_26,0.7103448275862069,9.911027633705404,2.228244505325625,
MODELFILE15_Test_032_08_07_2025_11_10_26,0.7089655119797279,9.911225166092589,2.397520602995994,
MODELFILE15_Test_049_08_07_2025_12_16_28,0.9972413792692382,10.0,0.9794538878187092,
MODELFILE15_Test_054_08_07_2025_12_16_28,0.7089655119797279,9.911215875731488,2.282328826403879,
MODELFILE15_Test_056_08_07_2025_12_16_28,0.8220689576247643,10.0,1.5485735821163804,
MODELFILE15_Test_061_08_07_2025_12_16_28,0.7089655119797279,9.311000866143326,2.360906892536057,
MODELFILE15_Test_087_08_07_2025_13_23_20,0.7089655119797279,9.311286744800173,2.1248857869569453,
MODELFILE15_Test_107_08_07_2025_14_30_03,0.9917241376021813,0.4979209324629468,0.9881643479736024,
MODELFILE15_Test_109_08_07_2025_14_30_03,0.7089655119797279,8.711375682138708,2.347893011974104,
MODELFILE15_Test_114_08_07_2025_14_30_03,0.7089655119797279,10.0,2.1281480701106403,
MODELFILE16_Test_046_08_07_2025_16_49_49,0.7089655119797279,4.356257408153847,2.138285189478463,
MODELFILE16_Test_048_08_07_2025_16_49_49,0.9972413792692382,9.311300437166771,0.5481648838294647,
MODELFILE16_Test_052_08_07_2025_16_49_49,0.7089655119797279,10.0,2.706485021316638,
MODELFILE16_Test_060_08_07_2025_16_49_49,0.9986206896346193,10.0,0.6746327440908257,
MODELFILE16_Test_062_08_07_2025_16_49_49,0.9972413792692382,8.711551710835911,0.5283950961226461,
