,predicted_val,actual_val
0,1.109497653474179,0.3821221293711076
1,9.300161184680686,8.711356547771322
2,9.500996201884355,9.311006071926004
3,0.9745830582054547,1.08653236966891
4,9.383538006124422,8.111671160377435
5,7.201934423758218,9.311291430180264
6,8.730577806828432,8.111735804207719
7,1.8400421042489885,2.161604479352166
8,9.464155963472557,8.711313557780105
9,0.7073136965077182,0.3629047892426253
10,9.320552304885183,8.711345870296253
11,9.682941576886158,10.0
12,8.97707842682551,8.111812652373656
13,9.082816553998772,8.711374463042487
14,9.990912645881085,9.31128053458594
15,9.621788713455178,9.311251019308465
16,9.47184056373089,9.911142054469655
17,9.470635856205245,9.311291187421393
18,5.610020874685488,7.249910991390592
19,8.770195799166842,9.311227320429769
20,9.3489613303589,9.311067354403988
21,3.8807400859127483,2.814566922277295
22,8.65253643470578,8.711439122746897
23,8.962495356575044,9.311000742032872
24,9.362389149506548,9.311280528831825
25,5.014331556448677,6.14810609907292
26,9.626413660529781,9.311000411901755
27,9.758418786597439,7.512140065237869
28,-0.20692877957323486,0.7602594742004298
29,9.60695500830304,9.911097170561282
30,9.850314540437626,10.0
31,9.671047473869077,9.911139599302157
32,1.7418622929499517,2.0081265623994846
33,4.211089085272604,4.223871483137239
34,9.71288759788225,10.0
35,1.5115485117065148,2.105775630922025
36,9.222333647920493,9.910997845126683
37,7.217772304293583,7.782194287188262
38,9.657221216469672,10.0
39,2.27936913473967,2.094287802003096
40,9.556577981759386,9.911082058983766
41,2.2535825882316853,2.114964671679544
42,9.201521084079886,9.910867678179452
43,6.216991352275241,9.311277251518064
44,9.03423780402105,9.311000742032872
45,1.8922544444420408,1.9526963770603063
46,9.615498528278234,9.311301455988437
47,9.164158942268536,8.711312602482321
48,9.098969079511171,10.0
49,3.1776026956650867,4.22529367476823
50,9.454207057645348,9.311108570232069
51,2.731835838671831,2.439699430091222
52,9.120285045353292,8.711592867455794
53,2.3438321225091556,2.7347135880700484
54,6.940866352050208,10.0
55,9.905065097382355,8.71139945178783
56,9.126932115257993,9.311295650840211
57,9.272430827354174,8.711371976189088
58,9.112321534448302,8.711434446407285
59,9.117938831994572,9.311293796304136
60,9.356990360331228,9.311240434193731
61,9.949612816653623,8.711533434249187
62,8.828243615202386,9.311005991922832
63,3.684845414240028,3.5028384821833347
64,8.841911296060587,9.311391350999289
65,0.3249604408380078,0.7203797153216999
66,9.871112485102,9.910960506034776
67,9.118138297521462,8.111890755601776
68,8.96224045841716,10.0
69,9.311598753444319,9.311165288247258
70,9.336673340077716,8.711313557780105
