testID,paramMagnitudes,objectFinalPositionError,
MODELFILE01_Test_029_26_04_2025_06_37_22,5.7494648329772815,0.5184829170939448,
MODELFILE01_Test_030_26_04_2025_06_37_22,4.091203850788011,0.29452600138761925,
MODELFILE01_Test_031_26_04_2025_06_37_22,2.3659458641018567,0.10246046566719282,
MODELFILE01_Test_032_26_04_2025_06_37_22,5.797924948361711,0.21581085542878986,
MODELFILE01_Test_033_26_04_2025_06_55_53,6.318381937653643,0.8318327023636295,
MODELFILE01_Test_034_26_04_2025_06_55_53,3.8272878538410673,0.19877045411484423,
MODELFILE01_Test_035_26_04_2025_06_55_53,4.2671272707406285,0.4359885470971061,
MODELFILE01_Test_037_26_04_2025_06_55_53,4.289333338922921,0.04990840030802374,
MODELFILE01_Test_038_26_04_2025_06_55_53,6.35953876942388,0.494608640002638,
MODELFILE01_Test_039_26_04_2025_06_55_53,5.1980067032958575,0.24294647576628436,
MODELFILE01_Test_041_26_04_2025_06_55_53,2.8193445903482277,0.33555151125194144,
MODELFILE01_Test_042_26_04_2025_06_55_53,4.288821201246206,0.19113934553745143,
MODELFILE01_Test_044_26_04_2025_06_55_53,6.4019924342132395,0.2079213392334952,
MODELFILE01_Test_045_26_04_2025_06_55_53,6.448589058224178,0.25317009740372287,
MODELFILE01_Test_046_26_04_2025_06_55_53,3.115053956283505,0.21589779458012895,
MODELFILE01_Test_047_26_04_2025_06_55_53,6.0266632982985335,0.12795597817362606,
MODELFILE01_Test_048_26_04_2025_06_55_53,5.860592761097932,0.27784667115944117,
MODELFILE01_Test_049_26_04_2025_07_14_25,5.6497016009893555,1.0141691127247054,
MODELFILE01_Test_050_26_04_2025_07_14_25,5.650776864365432,0.20234096481235858,
MODELFILE01_Test_051_26_04_2025_07_14_25,7.807415686368236,0.2302159188236883,
MODELFILE01_Test_052_26_04_2025_07_14_25,2.7839875261715483,0.28537156580779127,
MODELFILE01_Test_053_26_04_2025_07_14_25,2.709859253745833,0.3456760766477671,
MODELFILE01_Test_054_26_04_2025_07_14_25,3.979393803991861,0.12669954170746275,
MODELFILE01_Test_055_26_04_2025_07_14_25,4.533913560376456,0.47218250886486723,
MODELFILE01_Test_056_26_04_2025_07_14_25,6.566810239041169,0.30668703778591383,
MODELFILE01_Test_057_26_04_2025_07_14_25,4.662175605864046,0.39095815434607606,
MODELFILE01_Test_058_26_04_2025_07_14_25,4.734798915817398,0.22593191860049228,
MODELFILE01_Test_059_26_04_2025_07_14_25,2.99550840718065,0.19666639704211986,
MODELFILE01_Test_060_26_04_2025_07_14_25,4.4410224541116055,0.18817231026120415,
MODELFILE01_Test_061_26_04_2025_07_14_25,4.902399718164661,0.2803087204889481,
MODELFILE01_Test_062_26_04_2025_07_14_25,4.559728830514247,0.44982642623024166,
MODELFILE01_Test_063_26_04_2025_07_14_25,2.8193445903482277,0.33766621235004957,
MODELFILE01_Test_064_26_04_2025_07_14_25,3.860767043940143,0.24302025158570464,
MODELFILE01_Test_066_26_04_2025_07_32_47,3.0053349471546063,0.22981902135073382,
MODELFILE01_Test_067_26_04_2025_07_32_47,5.7103174842801545,0.44724756574569763,
MODELFILE01_Test_068_26_04_2025_07_32_47,4.117148032978745,0.44156067728758736,
MODELFILE01_Test_069_26_04_2025_07_32_47,6.355542433377282,0.37514666445136646,
MODELFILE01_Test_070_26_04_2025_07_32_47,5.336305766823957,0.9247248216082951,
MODELFILE01_Test_071_26_04_2025_07_32_47,7.260246652146953,0.4058553766303797,
MODELFILE01_Test_072_26_04_2025_07_32_47,3.958620841997605,0.3067553071368937,
MODELFILE01_Test_073_26_04_2025_07_32_47,4.1539339855366695,0.1386869921277388,
MODELFILE01_Test_074_26_04_2025_07_32_47,2.2361748814760616,0.1260015281221739,
MODELFILE01_Test_075_26_04_2025_07_32_47,6.256701811542728,0.07586097829435381,
MODELFILE01_Test_077_26_04_2025_07_32_47,6.194559990959932,0.21364333257003967,
MODELFILE01_Test_078_26_04_2025_07_32_47,3.3729148205232278,0.32911554925948566,
MODELFILE01_Test_079_26_04_2025_07_32_47,5.121516097807672,0.21030900962950963,
MODELFILE01_Test_080_26_04_2025_07_32_47,3.178987724006602,0.21046326969402462,
MODELFILE01_Test_081_26_04_2025_07_50_30,6.867747042612947,0.24300310963779675,
MODELFILE01_Test_083_26_04_2025_07_50_30,5.914866249835711,0.39243708787894177,
MODELFILE01_Test_084_26_04_2025_07_50_30,4.7244463064297415,0.1889187408420374,
MODELFILE01_Test_085_26_04_2025_07_50_30,2.340785927029878,0.34536472721819966,
MODELFILE01_Test_086_26_04_2025_07_50_30,5.921125730011248,0.3356466901179229,
MODELFILE01_Test_087_26_04_2025_07_50_30,4.646088539757596,0.10237378394140308,
MODELFILE01_Test_088_26_04_2025_07_50_30,2.606505961049659,0.39177028547998155,
MODELFILE01_Test_089_26_04_2025_07_50_30,2.5857028309284575,0.3036269973651647,
MODELFILE01_Test_090_26_04_2025_07_50_30,4.938661705013649,0.4385445135978923,
MODELFILE01_Test_091_26_04_2025_07_50_30,4.634768947176236,0.24862660900824785,
MODELFILE01_Test_093_26_04_2025_07_50_30,6.226113677392123,0.5988716755272299,
MODELFILE01_Test_094_26_04_2025_07_50_30,1.907086925341222,0.19539331824390394,
MODELFILE01_Test_095_26_04_2025_07_50_30,5.854562979362234,0.3289765005811569,
MODELFILE01_Test_096_26_04_2025_07_50_30,2.8367652305565327,0.2827906665799424,
MODELFILE01_Test_097_26_04_2025_08_09_04,5.910887708502168,0.43098983283364145,
MODELFILE01_Test_098_26_04_2025_08_09_04,5.491226649647709,0.07739865795997276,
MODELFILE01_Test_100_26_04_2025_08_09_04,5.8702205248383565,0.3906587341768309,
MODELFILE01_Test_101_26_04_2025_08_09_04,2.5771531397193304,0.3008167677880595,
MODELFILE01_Test_102_26_04_2025_08_09_04,5.591053163097498,0.5728374772340162,
MODELFILE01_Test_103_26_04_2025_08_09_04,6.000797597722763,0.09241453452824802,
MODELFILE01_Test_104_26_04_2025_08_09_04,4.535575100328102,0.13362007091581016,
MODELFILE01_Test_107_26_04_2025_08_09_04,3.1868941370049324,0.13165295238574853,
MODELFILE01_Test_108_26_04_2025_08_09_04,5.002120666290737,0.08507491975379211,
MODELFILE01_Test_109_26_04_2025_08_09_04,4.489537664483919,0.4143063899734555,
MODELFILE01_Test_111_26_04_2025_08_09_04,2.5857028309284575,0.30405619182889904,
MODELFILE01_Test_114_26_04_2025_08_26_18,5.68163972134993,0.2690319159995987,
MODELFILE01_Test_115_26_04_2025_08_26_18,6.226113677392123,0.3458356290184152,
MODELFILE01_Test_116_26_04_2025_08_26_18,6.8266354490825165,0.46026213591899945,
MODELFILE01_Test_117_26_04_2025_08_26_18,5.866514601117713,0.3983926819378183,
MODELFILE01_Test_118_26_04_2025_08_26_18,1.7305191366387367,0.3837508674176772,
MODELFILE01_Test_119_26_04_2025_08_26_18,4.319735223475538,0.09584970259929383,
MODELFILE01_Test_120_26_04_2025_08_26_18,1.7920914056607327,0.13749474739751097,
MODELFILE01_Test_121_26_04_2025_08_26_18,4.799515482624145,0.4649976520808789,
MODELFILE01_Test_122_26_04_2025_08_26_18,3.6844217090238662,0.42061827924760053,
MODELFILE01_Test_123_26_04_2025_08_26_18,6.81341068331696,0.7383310030525344,
MODELFILE01_Test_124_26_04_2025_08_26_18,3.5103238517615707,0.1539438340466476,
MODELFILE01_Test_125_26_04_2025_08_26_18,3.2793940380873465,0.37016666662012965,
MODELFILE01_Test_126_26_04_2025_08_26_18,4.992474351356265,0.22904960645682573,
MODELFILE01_Test_127_26_04_2025_08_26_18,3.601149774252419,0.23790975396150166,
MODELFILE01_Test_128_26_04_2025_08_26_18,4.8507533465178225,0.2529723384532684,
MODELFILE02_Test_002_26_04_2025_10_12_08,5.965091149394129,0.22236137440971293,
MODELFILE02_Test_003_26_04_2025_10_12_08,4.995497563166679,0.22309588056289376,
MODELFILE02_Test_004_26_04_2025_10_12_08,2.9866502910711765,0.3693730361781474,
MODELFILE02_Test_005_26_04_2025_10_12_08,3.0138199587946204,0.22256445739112138,
MODELFILE02_Test_006_26_04_2025_10_12_08,7.172842073546575,0.15770711698160889,
MODELFILE02_Test_007_26_04_2025_10_12_08,4.829661949879151,0.36818575257138614,
MODELFILE02_Test_008_26_04_2025_10_12_08,6.838208824867861,0.2380255581967325,
MODELFILE02_Test_009_26_04_2025_10_12_08,5.613632124637775,0.05800277948889845,
MODELFILE02_Test_011_26_04_2025_10_12_08,4.655224401173259,0.5376111309367936,
MODELFILE02_Test_012_26_04_2025_10_12_08,6.7075052740426475,0.17725526498234895,
MODELFILE02_Test_014_26_04_2025_10_12_08,6.826598941927975,0.16178329152416604,
MODELFILE02_Test_015_26_04_2025_10_12_08,3.695473832205316,0.25802316378656237,
MODELFILE02_Test_016_26_04_2025_10_12_08,7.929524779484879,0.32752355358020313,
MODELFILE02_Test_017_26_04_2025_10_29_20,4.768296518900248,0.17499448802344236,
MODELFILE02_Test_018_26_04_2025_10_29_20,4.104485530299023,0.2698346698148412,
MODELFILE02_Test_019_26_04_2025_10_29_20,4.242003333397589,0.18275698143523955,
MODELFILE02_Test_020_26_04_2025_10_29_20,5.08780255111826,0.4691662962597511,
MODELFILE02_Test_021_26_04_2025_10_29_20,6.968587695443515,0.08331946745978505,
MODELFILE02_Test_022_26_04_2025_10_29_20,2.6882748475635045,0.35964167972296424,
MODELFILE02_Test_023_26_04_2025_10_29_20,4.065298713363651,0.4600454705507974,
MODELFILE02_Test_024_26_04_2025_10_29_20,6.946921977141946,0.31041197923799846,
MODELFILE02_Test_025_26_04_2025_10_29_20,5.252139196548486,0.4118682084049696,
MODELFILE02_Test_026_26_04_2025_10_29_20,4.415569760379826,0.24777668922692475,
MODELFILE02_Test_027_26_04_2025_10_29_20,7.73452151204687,0.2535410216374625,
MODELFILE02_Test_028_26_04_2025_10_29_20,3.7971835355283976,0.08349147410166914,
MODELFILE02_Test_029_26_04_2025_10_29_20,4.463046357636283,0.24364439214914033,
MODELFILE02_Test_030_26_04_2025_10_29_20,4.847105058005214,0.0705629632343297,
MODELFILE02_Test_031_26_04_2025_10_29_20,4.107873872070115,0.36284954096892563,
MODELFILE02_Test_033_26_04_2025_10_47_52,4.445598756631563,0.041693618464060826,
MODELFILE02_Test_034_26_04_2025_10_47_52,6.425696889393079,0.22594263204151285,
MODELFILE02_Test_035_26_04_2025_10_47_52,3.695473832205316,0.258072518181113,
MODELFILE02_Test_036_26_04_2025_10_47_52,3.8637288799859566,0.21255130415843115,
MODELFILE02_Test_037_26_04_2025_10_47_52,4.415773761709163,0.22997484542538482,
MODELFILE02_Test_038_26_04_2025_10_47_52,4.879898239232148,0.2559060537925256,
MODELFILE02_Test_039_26_04_2025_10_47_52,3.665238132554232,0.23171751790685624,
MODELFILE02_Test_041_26_04_2025_10_47_52,3.654790240198884,0.3285531860884736,
MODELFILE02_Test_042_26_04_2025_10_47_52,4.014680442083701,0.031918827445998006,
MODELFILE02_Test_043_26_04_2025_10_47_52,4.377075486372002,0.3835783294161303,
MODELFILE02_Test_044_26_04_2025_10_47_52,4.104485530299023,0.2698201913012473,
MODELFILE02_Test_045_26_04_2025_10_47_52,1.626107388256529,0.4076517522982241,
MODELFILE02_Test_046_26_04_2025_10_47_52,4.951617164686585,0.3316744764296903,
MODELFILE02_Test_047_26_04_2025_10_47_52,6.18389952486363,0.08594404291476464,
MODELFILE02_Test_048_26_04_2025_10_47_52,5.34075910118961,0.2459436484112485,
MODELFILE02_Test_050_26_04_2025_11_06_24,4.960199479585992,0.31060392624232264,
MODELFILE02_Test_051_26_04_2025_11_06_24,3.1781467753440653,0.21064517208403238,
MODELFILE02_Test_052_26_04_2025_11_06_24,3.5246395203847727,0.17406032554111867,
MODELFILE02_Test_053_26_04_2025_11_06_24,4.445375561713911,0.2943623122355734,
MODELFILE02_Test_055_26_04_2025_11_06_24,2.3343873983315593,0.35695034319237984,
MODELFILE02_Test_056_26_04_2025_11_06_24,3.9906968389876787,0.2857142436424873,
MODELFILE02_Test_057_26_04_2025_11_06_24,1.9666686332058956,0.1704369956761786,
MODELFILE02_Test_058_26_04_2025_11_06_24,5.230495580552882,0.20940403491145626,
MODELFILE02_Test_059_26_04_2025_11_06_24,4.133597187591411,0.23010640427672532,
MODELFILE02_Test_060_26_04_2025_11_06_24,3.9309284417663126,0.23076431253534221,
MODELFILE02_Test_061_26_04_2025_11_06_24,4.0014654381310155,0.2616696591720607,
MODELFILE02_Test_062_26_04_2025_11_06_24,4.300281729983779,0.04165028735653326,
MODELFILE02_Test_063_26_04_2025_11_06_24,2.1950911907450066,0.4161557361977883,
MODELFILE02_Test_064_26_04_2025_11_06_24,3.628685774647127,0.4916433725873087,
MODELFILE02_Test_065_26_04_2025_11_24_46,5.102121354062753,0.0597475919750596,
MODELFILE02_Test_066_26_04_2025_11_24_46,2.9077171138942157,0.3773666392758225,
MODELFILE02_Test_067_26_04_2025_11_24_46,3.2247204367314914,0.17348057466376918,
MODELFILE02_Test_068_26_04_2025_11_24_46,6.88764392345159,0.3067219354341239,
MODELFILE02_Test_069_26_04_2025_11_24_46,5.08780255111826,0.4696123864404446,
MODELFILE02_Test_070_26_04_2025_11_24_46,3.239739987111247,0.3482770285555364,
MODELFILE02_Test_071_26_04_2025_11_24_46,4.587558980631298,0.12173706924999743,
MODELFILE02_Test_072_26_04_2025_11_24_46,2.879414434965671,0.1616008228506133,
MODELFILE02_Test_073_26_04_2025_11_24_46,4.517354134701389,0.3119402598245973,
MODELFILE02_Test_074_26_04_2025_11_24_46,6.047506774939958,0.21645461404627864,
MODELFILE02_Test_075_26_04_2025_11_24_46,3.565649782459638,0.16152820244558994,
MODELFILE02_Test_076_26_04_2025_11_24_46,4.577385343872706,0.15035955070068546,
MODELFILE02_Test_077_26_04_2025_11_24_46,5.818519658643623,0.17967361219893768,
MODELFILE02_Test_078_26_04_2025_11_24_46,1.7524891945015049,0.39469548262187826,
MODELFILE02_Test_080_26_04_2025_11_24_46,2.8432343786584457,0.23889899085668126,
MODELFILE02_Test_081_26_04_2025_11_43_09,5.667603285393204,0.21101792724789853,
MODELFILE02_Test_082_26_04_2025_11_43_09,4.919419702506412,0.23742715165864986,
MODELFILE02_Test_083_26_04_2025_11_43_09,3.5281055733490096,0.22608700507912416,
MODELFILE02_Test_084_26_04_2025_11_43_09,4.377075486372002,0.3926763663654129,
MODELFILE02_Test_085_26_04_2025_11_43_09,6.7539171490060115,0.476736818647247,
MODELFILE02_Test_087_26_04_2025_11_43_09,6.303755032645156,0.08885560837349894,
MODELFILE02_Test_088_26_04_2025_11_43_09,4.38350046105612,0.35000431880950594,
MODELFILE02_Test_089_26_04_2025_11_43_09,5.390329790573672,0.4067730320278699,
MODELFILE02_Test_090_26_04_2025_11_43_09,5.486662801664732,0.22622288334794144,
MODELFILE02_Test_091_26_04_2025_11_43_09,1.6481532442216262,0.22025768509400093,
MODELFILE02_Test_092_26_04_2025_11_43_09,4.654246889707808,0.30165623307603057,
MODELFILE02_Test_093_26_04_2025_11_43_09,1.971034558749165,0.41362029958930313,
MODELFILE02_Test_094_26_04_2025_11_43_09,6.427390388416244,0.07879267703176136,
MODELFILE02_Test_095_26_04_2025_11_43_09,3.4088471818839063,0.2701888793579447,
MODELFILE02_Test_096_26_04_2025_11_43_09,2.4752487299910664,0.23228932774395528,
MODELFILE02_Test_097_26_04_2025_12_01_42,7.114585051209055,1.3564237596412523,
MODELFILE02_Test_098_26_04_2025_12_01_42,2.0974190184020816,0.412726233706079,
MODELFILE02_Test_099_26_04_2025_12_01_42,4.460608561498331,0.3917098506398829,
MODELFILE02_Test_100_26_04_2025_12_01_42,4.378847591356945,0.270285252481423,
MODELFILE02_Test_101_26_04_2025_12_01_42,3.0494010831423792,0.1819111912868416,
MODELFILE02_Test_102_26_04_2025_12_01_42,2.001208968484807,0.3154366922636096,
MODELFILE02_Test_103_26_04_2025_12_01_42,1.9837462423093544,0.3380946345984282,
MODELFILE02_Test_104_26_04_2025_12_01_42,4.660621223783876,0.24521484684700354,
MODELFILE02_Test_105_26_04_2025_12_01_42,3.6646708201547153,0.06850294753537035,
MODELFILE02_Test_106_26_04_2025_12_01_42,3.9669623716077647,0.14431864010847123,
MODELFILE02_Test_107_26_04_2025_12_01_42,3.998037737745437,0.25170196093330327,
MODELFILE02_Test_108_26_04_2025_12_01_42,3.8615662380645084,0.05311815080095695,
MODELFILE02_Test_109_26_04_2025_12_01_42,2.7555940053152255,0.2325775176585317,
MODELFILE02_Test_111_26_04_2025_12_01_42,5.835467876550364,0.3147125235945172,
MODELFILE02_Test_112_26_04_2025_12_01_42,3.0358901372295044,0.14570357222863164,
MODELFILE02_Test_114_26_04_2025_12_20_16,5.139759642246511,0.4591407133220655,
MODELFILE02_Test_115_26_04_2025_12_20_16,1.3969671396565464,0.23945448969035657,
MODELFILE02_Test_117_26_04_2025_12_20_16,7.2062485890964325,0.675374227761822,
MODELFILE02_Test_118_26_04_2025_12_20_16,2.8677587213131517,0.3200350667628106,
MODELFILE02_Test_119_26_04_2025_12_20_16,2.4038084280955996,0.10915173706229697,
MODELFILE02_Test_120_26_04_2025_12_20_16,7.340795449751599,0.09023432111232911,
MODELFILE02_Test_121_26_04_2025_12_20_16,4.12034780534357,0.357058292372721,
MODELFILE02_Test_122_26_04_2025_12_20_16,5.422003857785446,0.29244902015448543,
MODELFILE02_Test_123_26_04_2025_12_20_16,3.0804466031753024,0.23065688308774313,
MODELFILE02_Test_124_26_04_2025_12_20_16,0.7389529182770547,0.22568550156865497,
MODELFILE02_Test_125_26_04_2025_12_20_16,5.301263114079333,0.08062194413254187,
MODELFILE02_Test_126_26_04_2025_12_20_16,1.4606040328220704,0.38821964719294205,
MODELFILE02_Test_127_26_04_2025_12_20_16,6.648992872424046,0.39064819476718415,
MODELFILE02_Test_128_26_04_2025_12_20_16,3.996194795130478,0.14704550344643855,
MODELFILE03_Test_002_27_04_2025_19_24_12,7.000739205841864,0.2799795593465881,
MODELFILE03_Test_003_27_04_2025_19_24_12,7.682096277591633,1.0514306759982,
MODELFILE03_Test_004_27_04_2025_19_24_12,5.908071296222384,0.06425878095874273,
MODELFILE03_Test_005_27_04_2025_19_24_12,7.331229792581251,0.42029458751066817,
MODELFILE03_Test_006_27_04_2025_19_24_12,4.9436970487340615,0.23318049159745122,
MODELFILE03_Test_007_27_04_2025_19_24_12,6.334566042515137,0.23758604170495096,
MODELFILE03_Test_010_27_04_2025_19_24_12,5.262665609165011,0.690768145676333,
MODELFILE03_Test_011_27_04_2025_19_24_12,5.417199982507263,0.24564780219683224,
MODELFILE03_Test_012_27_04_2025_19_24_12,3.73124301021621,0.4617575888145033,
MODELFILE03_Test_014_27_04_2025_19_24_12,6.087845174459818,0.127225959645196,
MODELFILE03_Test_015_27_04_2025_19_24_12,5.68011869493947,0.42548665133984215,
MODELFILE03_Test_016_27_04_2025_19_24_12,5.635943265733831,0.1920131192853044,
MODELFILE03_Test_018_27_04_2025_19_41_24,3.468850126354382,0.5693184660043473,
MODELFILE03_Test_019_27_04_2025_19_41_24,5.209670527401013,0.2980034679165354,
MODELFILE03_Test_020_27_04_2025_19_41_24,3.442232611070999,0.4470939817493851,
MODELFILE03_Test_021_27_04_2025_19_41_24,4.786697528168285,0.22035146695672408,
MODELFILE03_Test_022_27_04_2025_19_41_24,6.022217729154975,0.5539561937932646,
MODELFILE03_Test_023_27_04_2025_19_41_24,6.0932779075777095,0.2225791844486914,
MODELFILE03_Test_025_27_04_2025_19_41_24,5.324507529296964,0.11815864275031165,
MODELFILE03_Test_026_27_04_2025_19_41_24,6.10251306761133,0.43645763672062915,
MODELFILE03_Test_028_27_04_2025_19_41_24,7.85479494802663,0.19348469886706576,
MODELFILE03_Test_029_27_04_2025_19_41_24,5.262665609165011,0.6957007553320171,
MODELFILE03_Test_030_27_04_2025_19_41_24,7.538611065229554,0.13708529118015664,
MODELFILE03_Test_032_27_04_2025_19_41_24,7.899688095595671,0.9745447396697614,
MODELFILE03_Test_033_27_04_2025_19_59_16,3.4447006876868724,0.23415354299665678,
MODELFILE03_Test_034_27_04_2025_19_59_16,5.601744596275778,0.24394158220681772,
MODELFILE03_Test_035_27_04_2025_19_59_16,3.7537484987445904,0.40126741948897765,
MODELFILE03_Test_036_27_04_2025_19_59_16,3.468850126354382,0.5654302474525913,
MODELFILE03_Test_038_27_04_2025_19_59_16,5.29112552239139,0.10655592662443583,
MODELFILE03_Test_039_27_04_2025_19_59_16,7.0386587768173134,0.18053247419648652,
MODELFILE03_Test_040_27_04_2025_19_59_16,4.793466917084358,0.39316697731163575,
MODELFILE03_Test_042_27_04_2025_19_59_16,6.6153729063437146,0.22081738727960945,
MODELFILE03_Test_043_27_04_2025_19_59_16,5.6751066009156625,0.17474929723796054,
MODELFILE03_Test_045_27_04_2025_19_59_16,7.043511406527299,0.06934747692854216,
MODELFILE03_Test_046_27_04_2025_19_59_16,5.361688080951049,0.2753853585223317,
MODELFILE03_Test_047_27_04_2025_19_59_16,4.4664321302923415,0.3107234244670827,
MODELFILE03_Test_048_27_04_2025_19_59_16,3.1579126393575945,0.24710736131111755,
MODELFILE03_Test_049_27_04_2025_20_17_48,1.8362144753298284,0.34971096236074517,
MODELFILE03_Test_050_27_04_2025_20_17_48,5.219512577932345,0.271157034384458,
MODELFILE03_Test_051_27_04_2025_20_17_48,5.789620897781656,0.20114957878581707,
MODELFILE03_Test_052_27_04_2025_20_17_48,4.032015588980309,0.2142190340595864,
MODELFILE03_Test_053_27_04_2025_20_17_48,4.7736426396730955,0.5324866846444756,
MODELFILE03_Test_054_27_04_2025_20_17_48,4.312379805342104,0.2946210030765693,
MODELFILE03_Test_055_27_04_2025_20_17_48,4.457292241361921,0.18254501382861163,
MODELFILE03_Test_057_27_04_2025_20_17_48,3.2710680785069632,0.2876286082322284,
MODELFILE03_Test_058_27_04_2025_20_17_48,2.1068471516932727,0.42115637012720636,
MODELFILE03_Test_059_27_04_2025_20_17_48,4.084186865415286,0.16562701859557738,
MODELFILE03_Test_060_27_04_2025_20_17_48,1.33064040569811,0.2334277754739734,
MODELFILE03_Test_061_27_04_2025_20_17_48,3.6806366957623693,0.14622379844999916,
MODELFILE03_Test_063_27_04_2025_20_17_48,5.396219261801105,0.20958036885797515,
MODELFILE03_Test_064_27_04_2025_20_17_48,4.96264898637893,0.17746604464717503,
MODELFILE03_Test_065_27_04_2025_20_35_30,2.657300105000295,0.43935604100681014,
MODELFILE03_Test_066_27_04_2025_20_35_30,3.578564715864229,0.22641651244669944,
MODELFILE03_Test_067_27_04_2025_20_35_30,5.173681881449536,0.314932149819812,
MODELFILE03_Test_068_27_04_2025_20_35_30,5.456434952258482,0.4473459448728358,
MODELFILE03_Test_070_27_04_2025_20_35_30,5.126863613614038,0.7113994415824582,
MODELFILE03_Test_072_27_04_2025_20_35_30,1.202155765865847,0.3054772563282194,
MODELFILE03_Test_074_27_04_2025_20_35_30,5.107196130245029,0.3441007044405086,
MODELFILE03_Test_075_27_04_2025_20_35_30,7.869425986942288,0.07745763541544964,
MODELFILE03_Test_076_27_04_2025_20_35_30,4.09864241945645,0.34172025776399273,
MODELFILE03_Test_077_27_04_2025_20_35_30,1.8362144753298284,0.34971649061419324,
MODELFILE03_Test_078_27_04_2025_20_35_30,6.806424915862367,0.22923796548255373,
MODELFILE03_Test_079_27_04_2025_20_35_30,1.5724397339135066,0.19533008027173274,
MODELFILE03_Test_080_27_04_2025_20_35_30,5.999986481245656,1.2171133650194712,
MODELFILE03_Test_081_27_04_2025_20_53_13,1.8377145820446263,0.39971484459449674,
MODELFILE03_Test_082_27_04_2025_20_53_13,5.863791396487442,0.45241038070520345,
MODELFILE03_Test_083_27_04_2025_20_53_13,3.442232611070999,0.4475810647656506,
MODELFILE03_Test_084_27_04_2025_20_53_13,2.629171207024451,0.24666577346212762,
MODELFILE03_Test_085_27_04_2025_20_53_13,6.168514418442586,0.18264153678061623,
MODELFILE03_Test_086_27_04_2025_20_53_13,5.262665609165011,0.6953786050622671,
MODELFILE03_Test_088_27_04_2025_20_53_13,7.094046655078037,0.5221974232115638,
MODELFILE03_Test_089_27_04_2025_20_53_13,3.7587451053345315,0.40877352537177064,
MODELFILE03_Test_090_27_04_2025_20_53_13,4.772708618751134,0.28992932659984655,
MODELFILE03_Test_091_27_04_2025_20_53_13,3.219353001857895,0.2985059019614513,
MODELFILE03_Test_092_27_04_2025_20_53_13,2.335377461966896,0.3958767822869068,
MODELFILE03_Test_095_27_04_2025_20_53_13,5.972322876293905,0.16350246808547184,
MODELFILE03_Test_096_27_04_2025_20_53_13,6.444949253443565,0.9190500980005916,
MODELFILE03_Test_097_27_04_2025_21_10_27,4.586606459634515,0.18274148172898846,
MODELFILE03_Test_098_27_04_2025_21_10_27,2.3939780408243325,0.17387046282749785,
MODELFILE03_Test_099_27_04_2025_21_10_27,4.160200466401943,0.14936026127578514,
MODELFILE03_Test_100_27_04_2025_21_10_27,6.030630643186614,0.23635164201092598,
MODELFILE03_Test_102_27_04_2025_21_10_27,2.289047886945126,0.17609160284241135,
MODELFILE03_Test_103_27_04_2025_21_10_27,1.6640939590381927,0.2681195642677535,
MODELFILE03_Test_104_27_04_2025_21_10_27,3.8979474982426456,0.2600077938118754,
MODELFILE03_Test_105_27_04_2025_21_10_27,2.0088892929304905,0.31464000433533146,
MODELFILE03_Test_106_27_04_2025_21_10_27,2.440325709544379,0.12278672512811878,
MODELFILE03_Test_107_27_04_2025_21_10_27,6.773031664276853,0.2302284165271301,
MODELFILE03_Test_108_27_04_2025_21_10_27,4.593122775406758,0.3403172436955966,
