,id,result_desc,param1,param2,r2_score_mean,mse_mean,rmse_mean,r2_score_stddev,mse_score_stddev,rmse_score_stddev,memory_used_mean,timediff_mean
11,ID12n_estimators200_window_size20.0,ETERRY-HumanDist_TSForest_n_estimators=200_window_size_20.0,200,20.0,0.6666779976649673,0.710187397950322,0.8412889217382531,0.027078709505444207,0.08177450537686988,0.04919703355700778,0.0,3.483536676800577
9,ID10n_estimators200_window_size5.0,ETERRY-HumanDist_TSForest_n_estimators=200_window_size_5.0,200,5.0,0.6661484449887943,0.7100772267050972,0.841086611103167,0.0377863823427055,0.08476753015361516,0.051483388855892806,0.0,3.5122001245996217
22,ID23n_estimators50_window_size10.0,ETERRY-HumanDist_TSForest_n_estimators=50_window_size_10.0,50,10.0,0.6660448142831396,0.7096667116894568,0.8421186583186874,0.02535307059739247,0.037917166056210844,0.022424919196976267,0.0,3.026836278993869
8,ID9n_estimators200_window_size2.0,ETERRY-HumanDist_TSForest_n_estimators=200_window_size_2.0,200,2.0,0.6645862168548223,0.7129848285892404,0.843864478171527,0.019992524160788165,0.04931318599570369,0.02962382604487121,0.0,3.4866133655945304
12,ID13n_estimators100_window_size0.5,ETERRY-HumanDist_TSForest_n_estimators=100_window_size_0.5,100,0.5,0.664208954813079,0.7131929780173283,0.8438906723912085,0.02175815967650468,0.055672533161342574,0.032272450611044334,0.0,3.203852780003217
25,ID26n_estimators25_window_size1.0,ETERRY-HumanDist_TSForest_n_estimators=25_window_size_1.0,25,1.0,0.6636453354955673,0.7147511123633116,0.8441256237036487,0.03416887322629386,0.07765631439908267,0.04693659308298104,0.0,2.883780864800792
5,ID6n_estimators300_window_size20.0,ETERRY-HumanDist_TSForest_n_estimators=300_window_size_20.0,300,20.0,0.6630393254672532,0.7043056827076782,0.8381802048228291,0.05445644465940354,0.07179954450158114,0.04194790758593886,0.0,3.771026488998905
2,ID3n_estimators300_window_size2.0,ETERRY-HumanDist_TSForest_n_estimators=300_window_size_2.0,300,2.0,0.6627598946508624,0.7095696811042169,0.8408291928099944,0.056313364472457224,0.08442709872960821,0.05075381387354209,0.0,3.763223297600052
0,ID1n_estimators300_window_size0.5,ETERRY-HumanDist_TSForest_n_estimators=300_window_size_0.5,300,0.5,0.6621015993900258,0.7122547096624421,0.8429257238253557,0.04841615217589201,0.06961661114282783,0.041604492256752466,0.0,4.05647365640325
21,ID22n_estimators50_window_size5.0,ETERRY-HumanDist_TSForest_n_estimators=50_window_size_5.0,50,5.0,0.6608929732368631,0.7174974367648742,0.8464826582340624,0.04267619430317234,0.0530473290110431,0.031057142075048044,0.0,3.0471020736003993
1,ID2n_estimators300_window_size1.0,ETERRY-HumanDist_TSForest_n_estimators=300_window_size_1.0,300,1.0,0.6606223944720101,0.7232718474497298,0.8479699932495377,0.046986306582649406,0.10669349454710855,0.06495181289316404,0.0,3.754602036398137
4,ID5n_estimators300_window_size10.0,ETERRY-HumanDist_TSForest_n_estimators=300_window_size_10.0,300,10.0,0.6603806928331437,0.7245218084668616,0.8493052587257273,0.03562959370714578,0.09659325692793931,0.05658962773942785,0.0,3.785702161595691
10,ID11n_estimators200_window_size10.0,ETERRY-HumanDist_TSForest_n_estimators=200_window_size_10.0,200,10.0,0.6603444134284308,0.7237733939109163,0.8500995110260332,0.015069373968282557,0.056256825471404634,0.03322973463955964,0.0,3.465386835197569
6,ID7n_estimators200_window_size0.5,ETERRY-HumanDist_TSForest_n_estimators=200_window_size_0.5,200,0.5,0.658893346193506,0.7171277012940265,0.8451475693844103,0.05587026772911018,0.08839569750261975,0.0534161703761132,0.0,3.520532625197666
18,ID19n_estimators50_window_size0.5,ETERRY-HumanDist_TSForest_n_estimators=50_window_size_0.5,50,0.5,0.6578872983775386,0.7274033415733493,0.8503628119157624,0.051632447332706416,0.11231349246514633,0.06547083078797018,0.0,3.007487421805854
16,ID17n_estimators100_window_size10.0,ETERRY-HumanDist_TSForest_n_estimators=100_window_size_10.0,100,10.0,0.657261422016513,0.7264331056567601,0.849782720581031,0.057603058903226374,0.1071722975174741,0.06559293756694647,0.0,3.2337811346020318
