testID,paramMagnitudes,objectFinalPositionError,Unnamed: 3
MODELFILE06_Test_097_30_04_2025_05_53_47,4.142985127007021,0.3947269998570998,
MODELFILE06_Test_099_30_04_2025_05_53_47,3.745487606008872,0.3858326648205068,
MODELFILE06_Test_109_30_04_2025_05_53_47,1.7049004839689896,0.1328417103175637,
MODELFILE06_Test_116_30_04_2025_06_12_21,1.9777013240832384,0.2424222256236685,
MODELFILE06_Test_118_30_04_2025_06_12_21,2.471409579280765,0.266919037246056,
MODELFILE06_Test_120_30_04_2025_06_12_21,3.338616526797702,0.4031582016790073,
MODELFILE06_Test_126_30_04_2025_06_12_21,4.511746356796468,0.3423297394054067,
MODELFILE07_Test_016_30_04_2025_10_29_51,3.7185480082430935,0.3240143890413512,
MODELFILE07_Test_034_30_04_2025_11_06_54,2.919273422231213,0.2678138860368404,
MODELFILE07_Test_047_30_04_2025_11_06_54,2.417446613533989,0.4405023757657101,
MODELFILE07_Test_048_30_04_2025_11_06_54,4.849036038124773,0.5139957213019989,
MODELFILE07_Test_051_30_04_2025_11_24_46,2.417446613533989,0.4363888853559567,
MODELFILE07_Test_060_30_04_2025_11_24_46,3.246954037535118,0.3205217432373792,
MODELFILE07_Test_061_30_04_2025_11_24_46,5.276858426024242,0.2688819006219927,
MODELFILE07_Test_062_30_04_2025_11_24_46,4.849036038124773,0.5162788328931438,
MODELFILE07_Test_072_30_04_2025_11_43_19,7.184767666911827,0.5707013796226496,
MODELFILE07_Test_079_30_04_2025_11_43_19,3.2278190239753424,0.0347623795893259,
MODELFILE07_Test_082_30_04_2025_12_01_52,2.6213061120951813,0.4667863196359209,
MODELFILE07_Test_093_30_04_2025_12_01_52,3.90813245642656,0.4958322135498541,
MODELFILE07_Test_097_30_04_2025_12_20_25,4.106361744135939,0.4950962366133805,
MODELFILE07_Test_107_30_04_2025_12_20_25,3.446149800837452,0.2484116113568797,
MODELFILE08_Test_001_01_05_2025_02_30_41,3.803166333759304,0.4250007026210599,
MODELFILE08_Test_002_01_05_2025_02_30_41,4.684172581586973,0.2238597081747473,
MODELFILE08_Test_009_01_05_2025_02_30_41,8.709318323801861,0.2321530578993388,
MODELFILE08_Test_031_01_05_2025_02_49_32,5.780678699841901,0.4367342216736945,
MODELFILE08_Test_032_01_05_2025_02_49_32,4.959403602997748,0.2216000141628841,
MODELFILE08_Test_033_01_05_2025_03_08_04,3.458456913821022,0.1975671629135492,
MODELFILE08_Test_045_01_05_2025_03_08_04,8.218028209152887,0.1521304886668326,
MODELFILE08_Test_047_01_05_2025_03_08_04,4.368189894627886,0.3852261388661046,
MODELFILE08_Test_057_01_05_2025_03_25_56,5.358470685612236,0.0829949218515409,
MODELFILE08_Test_062_01_05_2025_03_25_56,2.767160028414864,0.4035353309134952,
MODELFILE08_Test_074_01_05_2025_03_44_28,4.311457415348192,0.4514860447362905,
MODELFILE08_Test_080_01_05_2025_03_44_28,4.337102708514895,0.3905538028345925,
MODELFILE08_Test_086_01_05_2025_04_01_41,4.78806977324575,0.2417865547306119,
MODELFILE08_Test_089_01_05_2025_04_01_41,4.751518113774144,0.4482882382076538,
MODELFILE08_Test_097_01_05_2025_04_20_24,3.609169515053478,0.0177400673055346,
MODELFILE08_Test_102_01_05_2025_04_20_24,2.5368445993494824,0.4308422005967941,
MODELFILE08_Test_111_01_05_2025_04_20_24,2.21236750636446,0.4411469168766612,
MODELFILE08_Test_118_01_05_2025_04_38_58,3.630745978968141,0.4848738296905846,
MODELFILE08_Test_126_01_05_2025_04_38_58,3.8300094728231735,0.1614531614260995,
MODELFILE08_Test_128_01_05_2025_04_38_58,4.764103135393752,0.1352215993636988,
MODELFILE09_Test_011_01_05_2025_12_41_07,4.68989463667271,0.3707715457324448,
MODELFILE09_Test_016_01_05_2025_12_41_07,1.987446549401532,0.1437218407768352,
MODELFILE09_Test_035_01_05_2025_13_17_31,5.926862951391433,0.2007806671096349,
MODELFILE09_Test_047_01_05_2025_13_17_31,3.950901251307634,0.160869322345283,
MODELFILE09_Test_062_01_05_2025_13_36_03,2.0755476517599587,0.353258932148475,
MODELFILE09_Test_063_01_05_2025_13_36_03,3.858250679979816,0.2445349667660781,
MODELFILE09_Test_070_01_05_2025_13_54_35,3.1859331755640845,0.4233481428188976,
MODELFILE09_Test_071_01_05_2025_13_54_35,2.6021163721595,0.4199189804769673,
MODELFILE09_Test_080_01_05_2025_13_54_35,2.9035789569605432,0.5238937646298533,
MODELFILE09_Test_090_01_05_2025_14_12_08,2.962656825488664,0.3826770162829012,
MODELFILE09_Test_096_01_05_2025_14_12_08,2.783003780729955,0.4198039478395064,
MODELFILE09_Test_108_01_05_2025_14_30_12,1.342187553748436,0.2975638074300329,
MODELFILE09_Test_112_01_05_2025_14_30_12,1.9417008829692024,0.2309820741859893,
MODELFILE09_Test_117_01_05_2025_14_48_06,4.099500036096124,0.1525431029020671,
MODELFILE10_Test_023_05_05_2025_10_04_05,6.685395585336809,0.180916042411041,
MODELFILE10_Test_046_05_05_2025_10_22_36,4.921484984920783,0.2245798268715793,
MODELFILE10_Test_048_05_05_2025_10_22_36,3.5370438110254026,0.2351995981139887,
MODELFILE10_Test_079_05_05_2025_10_58_00,5.993874687972394,0.4494834228315858,
MODELFILE10_Test_083_05_05_2025_11_15_43,4.965577482882956,0.2277701215725712,
MODELFILE10_Test_087_05_05_2025_11_15_43,3.424061868864077,0.34581443603779,
MODELFILE10_Test_090_05_05_2025_11_15_43,3.2923742519693766,0.3511286427658635,
MODELFILE10_Test_093_05_05_2025_11_15_43,2.6395732292622944,0.262604894913588,
MODELFILE10_Test_096_05_05_2025_11_15_43,2.2433603347557622,0.2008793937708493,
MODELFILE10_Test_104_05_05_2025_11_33_07,5.245984225200315,0.1860236530321054,
MODELFILE10_Test_112_05_05_2025_11_33_07,5.993874687972394,0.5036044428291255,
MODELFILE10_Test_119_05_05_2025_11_50_50,1.1602128843724169,0.1997962035632526,
MODELFILE11_Test_002_05_05_2025_12_08_24,5.955645714639219,0.2143219997521485,
MODELFILE11_Test_008_05_05_2025_12_08_24,6.478184388421999,0.1308338734806442,
MODELFILE11_Test_009_05_05_2025_12_08_24,5.599962921156624,0.0740853141503825,
MODELFILE11_Test_017_05_05_2025_12_26_16,2.7479957852182157,0.3024063284884503,
MODELFILE11_Test_022_05_05_2025_12_26_16,5.6294973224290406,0.2302831941700861,
MODELFILE11_Test_023_05_05_2025_12_26_16,5.061641236834996,0.4064445393019527,
MODELFILE11_Test_036_05_05_2025_12_43_58,1.9035382216239407,0.4126301682714074,
MODELFILE11_Test_042_05_05_2025_12_43_58,1.4552988701444771,0.4127141923190058,
MODELFILE11_Test_052_05_05_2025_13_02_20,5.084292373889311,0.2516566108175784,
MODELFILE11_Test_055_05_05_2025_13_02_20,1.9035382216239407,0.4129610008318162,
MODELFILE11_Test_056_05_05_2025_13_02_20,4.5029579189475815,0.3043465294081623,
MODELFILE11_Test_057_05_05_2025_13_02_20,1.9035382216239407,0.4153626303220833,
MODELFILE11_Test_069_05_05_2025_13_20_42,2.3465898174010302,0.3529909979192425,
MODELFILE11_Test_071_05_05_2025_13_20_42,0.5117293134618794,0.3097505299840196,
MODELFILE11_Test_078_05_05_2025_13_20_42,1.2026126450364223,0.1879325905812916,
MODELFILE11_Test_082_05_05_2025_13_37_25,2.7047864014221026,0.5659726461228735,
MODELFILE11_Test_085_05_05_2025_13_37_25,1.0582383456084823,0.2636154178390248,
MODELFILE11_Test_086_05_05_2025_13_37_25,1.521105653107266,0.4151824021401903,
MODELFILE11_Test_099_05_05_2025_13_53_48,1.7512543696112886,0.4229010990485639,
MODELFILE11_Test_103_05_05_2025_13_53_48,3.10316871290582,0.0996862457791001,
MODELFILE11_Test_122_05_05_2025_14_11_32,6.07006801591308,0.3132476677829638,
MODELFILE12_Test_009_06_05_2025_03_53_06,4.546955204490325,0.2219545114819548,
MODELFILE12_Test_026_06_05_2025_04_11_38,4.617283646714689,0.2296096395329059,
MODELFILE12_Test_032_06_05_2025_04_11_38,3.7780340812884554,0.2547302893853111,
MODELFILE12_Test_034_06_05_2025_04_29_30,3.206065495860164,0.4071209188727031,
MODELFILE12_Test_036_06_05_2025_04_29_30,2.7097571702374603,0.3384230898691096,
MODELFILE12_Test_041_06_05_2025_04_29_30,3.513156884245068,0.2219722093857749,
MODELFILE12_Test_042_06_05_2025_04_29_30,2.771749810106143,0.1765957084532656,
MODELFILE12_Test_045_06_05_2025_04_29_30,3.0709855827789454,0.1630155875157038,
MODELFILE12_Test_067_06_05_2025_05_06_24,5.510305897109984,0.2533296560003356,
MODELFILE12_Test_068_06_05_2025_05_06_24,3.4011320037939283,0.4128636546034723,
MODELFILE12_Test_091_06_05_2025_05_24_47,4.545734597018903,0.0498890418915795,
MODELFILE12_Test_094_06_05_2025_05_24_47,3.3525914574612807,0.1175517705982192,
MODELFILE12_Test_100_06_05_2025_05_42_40,3.4306054859991058,0.0212919108536923,
MODELFILE12_Test_107_06_05_2025_05_42_40,4.128087630099239,0.2354540716571966,
MODELFILE12_Test_112_06_05_2025_05_42_40,2.7170323096261537,0.188126291838289,
MODELFILE12_Test_121_06_05_2025_06_01_14,0.706673516364231,0.3725928109330529,
MODELFILE13_Test_014_06_05_2025_06_18_58,7.546052770307844,0.1608353775004484,
MODELFILE13_Test_017_06_05_2025_06_36_09,4.688959280310098,0.3465313676086543,
MODELFILE13_Test_025_06_05_2025_06_36_09,2.8320048945427905,0.3079702157450037,
MODELFILE13_Test_027_06_05_2025_06_36_09,3.598861759725574,0.2057954714891795,
MODELFILE13_Test_043_06_05_2025_06_54_41,2.5305018931164285,0.5625994341162097,
MODELFILE13_Test_045_06_05_2025_06_54_41,2.934229571384084,0.5423425659975026,
MODELFILE13_Test_055_06_05_2025_07_11_43,2.5305018931164285,0.6100447438392771,
MODELFILE13_Test_057_06_05_2025_07_11_43,2.816997370259394,0.5635919210635505,
MODELFILE13_Test_061_06_05_2025_07_11_43,4.481227724189663,0.3898008208566828,
MODELFILE13_Test_062_06_05_2025_07_11_43,1.5789721753098993,0.4323370041786499,
MODELFILE13_Test_091_06_05_2025_07_47_48,5.315022626955152,0.2284903054069152,
MODELFILE13_Test_097_06_05_2025_08_05_11,3.79669190348487,0.3845187922378488,
MODELFILE13_Test_101_06_05_2025_08_05_11,2.303841236034351,0.47034302962869,
MODELFILE13_Test_104_06_05_2025_08_05_11,2.1365768699380503,0.3597463538642508,
MODELFILE13_Test_105_06_05_2025_08_05_11,2.303841236034351,0.4699575168917452,
MODELFILE13_Test_117_06_05_2025_08_23_35,2.122910699338274,0.2746747734118935,
MODELFILE13_Test_118_06_05_2025_08_23_35,3.709833035460767,0.3495941783586098,
MODELFILE13_Test_128_06_05_2025_08_23_35,2.510418668057422,0.5569983221291285,
MODELFILE14_Test_001_06_05_2025_08_41_09,5.483550396818761,0.3737516443914091,
MODELFILE14_Test_018_06_05_2025_08_59_00,4.836294392493829,0.2026838923040883,
MODELFILE14_Test_046_06_05_2025_09_16_52,1.950306516250248,0.2435303673809446,
MODELFILE14_Test_050_06_05_2025_09_33_54,3.7197774915238986,0.3001299288141421,
MODELFILE14_Test_076_06_05_2025_09_51_36,2.1552087461610903,0.4179147767161248,
MODELFILE14_Test_077_06_05_2025_09_51_36,1.3579015215523786,0.2689700941117527,
MODELFILE14_Test_082_06_05_2025_10_09_59,2.770431379364032,0.3303573939806329,
MODELFILE14_Test_085_06_05_2025_10_09_59,2.17748342019848,0.3318976119823681,
MODELFILE14_Test_099_06_05_2025_10_28_33,4.911036050988575,0.505286035741853,
MODELFILE14_Test_103_06_05_2025_10_28_33,2.0977688335044884,0.4011583188618881,
MODELFILE14_Test_110_06_05_2025_10_28_33,3.99066819511492,0.242406657714117,
MODELFILE14_Test_115_06_05_2025_10_46_57,2.0977688335044884,0.4024389727854246,
MODELFILE14_Test_119_06_05_2025_10_46_57,3.7991284813601465,0.2673989319840381,
MODELFILE14_Test_122_06_05_2025_10_46_57,5.68378664982135,0.0897003585089264,
MODELFILE15_Test_002_06_05_2025_11_04_30,3.440926543430237,0.405365596064912,
MODELFILE15_Test_007_06_05_2025_11_04_30,5.891522327273246,0.2871098420119111,
MODELFILE15_Test_008_06_05_2025_11_04_30,3.0784203020165517,0.1135733428643637,
MODELFILE15_Test_011_06_05_2025_11_04_30,5.476043762737769,0.2280576203593531,
MODELFILE15_Test_019_06_05_2025_11_23_02,4.75213368847243,0.3174205526946269,
MODELFILE15_Test_032_06_05_2025_11_23_02,5.666365161588433,0.213947481374538,
MODELFILE15_Test_034_06_05_2025_11_41_34,5.107829133726881,0.3699626897876719,
MODELFILE15_Test_043_06_05_2025_11_41_34,4.199385490220754,0.6136342675387982,
MODELFILE15_Test_044_06_05_2025_11_41_34,6.31299999597643,0.4033487436432756,
MODELFILE15_Test_057_06_05_2025_11_59_16,1.795240718134744,0.2176862569145868,
MODELFILE15_Test_062_06_05_2025_11_59_16,2.628584754054912,0.4604013692010598,
MODELFILE15_Test_067_06_05_2025_12_17_38,3.555457158420334,0.4090812670301991,
MODELFILE15_Test_071_06_05_2025_12_17_38,2.840778271679816,0.3863227085201747,
MODELFILE15_Test_073_06_05_2025_12_17_38,5.181478719654117,0.3157256631861147,
MODELFILE15_Test_084_06_05_2025_12_36_01,1.8228216161913384,0.412584096729384,
MODELFILE15_Test_095_06_05_2025_12_36_01,7.099798632423846,0.4630138514375393,
MODELFILE15_Test_099_06_05_2025_12_53_14,6.454468277646887,0.4738124198115858,
MODELFILE15_Test_100_06_05_2025_12_53_14,2.9915499499924447,0.4696079135283258,
MODELFILE15_Test_103_06_05_2025_12_53_14,4.336282226108658,0.081792156901652,
MODELFILE15_Test_104_06_05_2025_12_53_14,3.0784218529710863,0.2306650712560785,
MODELFILE15_Test_105_06_05_2025_12_53_14,1.9772753127907472,0.1177614009099907,
MODELFILE15_Test_116_06_05_2025_13_10_18,2.628584754054912,0.4724252334546698,
MODELFILE15_Test_128_06_05_2025_13_10_18,4.658169642189138,0.071073562643905,
MODELFILE16_Test_001_06_05_2025_13_27_21,5.049686625278867,0.0215321307650074,
MODELFILE16_Test_027_06_05_2025_13_45_53,4.821115763621352,0.068290523343925,
MODELFILE16_Test_028_06_05_2025_13_45_53,3.881477444165413,0.3030996740820526,
MODELFILE16_Test_029_06_05_2025_13_45_53,2.976705655632704,0.3257938983313238,
MODELFILE16_Test_034_06_05_2025_14_04_24,2.657098718220583,0.2400095894384685,
MODELFILE16_Test_040_06_05_2025_14_04_24,3.881477444165413,0.3031990453946952,
MODELFILE16_Test_050_06_05_2025_14_21_26,2.4407100847600205,0.2654629213968869,
MODELFILE16_Test_070_06_05_2025_14_39_59,2.997814354803583,0.3422822786404332,
MODELFILE16_Test_077_06_05_2025_14_39_59,6.7945547875582815,0.2305061171190243,
MODELFILE16_Test_079_06_05_2025_14_39_59,4.701862832022188,0.2753672515772721,
MODELFILE16_Test_093_06_05_2025_14_58_22,4.099382490895765,0.0871671100358349,
MODELFILE16_Test_095_06_05_2025_14_58_22,5.479496694413042,0.3492650954053857,
MODELFILE16_Test_097_06_05_2025_15_16_55,4.5773570451530174,0.4785512843438772,
MODELFILE16_Test_108_06_05_2025_15_16_55,3.784739496187228,0.3246598489961534,
MODELFILE16_Test_124_06_05_2025_15_35_29,3.767133794850385,0.083386234713695,
MODELFILE17_Test_008_06_05_2025_15_52_22,6.458047463006205,0.2797132451883337,
MODELFILE17_Test_014_06_05_2025_15_52_22,5.894454335215992,0.4610761785797165,
MODELFILE17_Test_015_06_05_2025_15_52_22,4.97302819710773,0.2341818840683785,
MODELFILE17_Test_022_06_05_2025_16_10_14,5.177523078388697,0.108835667352442,
MODELFILE17_Test_023_06_05_2025_16_10_14,5.006193888999494,0.2743187810169145,
MODELFILE17_Test_035_06_05_2025_16_28_46,6.752864850369367,0.4505785477168535,
MODELFILE17_Test_039_06_05_2025_16_28_46,6.088822434321786,0.2209255069639058,
MODELFILE17_Test_046_06_05_2025_16_28_46,3.7418643951079966,0.2084887031660722,
MODELFILE17_Test_050_06_05_2025_16_47_18,6.374468266588847,0.2276015585626062,
MODELFILE17_Test_051_06_05_2025_16_47_18,1.9437469066486952,0.2008516002578654,
MODELFILE17_Test_073_06_05_2025_17_04_20,1.1156490880938257,0.2449686789072311,
MODELFILE17_Test_090_06_05_2025_17_21_23,2.4781316505333773,0.447169117047018,
MODELFILE17_Test_095_06_05_2025_17_21_23,4.237744282317741,0.4542062383787185,
MODELFILE17_Test_101_06_05_2025_17_39_56,4.237744282317741,0.4540937113486029,
MODELFILE17_Test_110_06_05_2025_17_39_56,2.0812482496709936,0.4235359081465681,
MODELFILE17_Test_111_06_05_2025_17_39_56,3.597599317197311,0.1975854788929166,
MODELFILE18_Test_007_06_05_2025_18_14_03,6.061007295331913,0.1273929237594562,
MODELFILE18_Test_009_06_05_2025_18_14_03,7.415433759189075,0.100737242633896,
MODELFILE18_Test_035_06_05_2025_18_51_07,2.9440020698010607,0.5710406502595191,
MODELFILE18_Test_038_06_05_2025_18_51_07,2.199517387687717,0.1828131537438127,
MODELFILE18_Test_040_06_05_2025_18_51_07,3.308710896296156,0.1701258806069819,
MODELFILE18_Test_043_06_05_2025_18_51_07,2.994481770556736,0.4231710844522525,
MODELFILE18_Test_051_06_05_2025_19_08_59,1.3240462635513064,0.3984096384204484,
MODELFILE18_Test_059_06_05_2025_19_08_59,2.535676613015375,0.1848847267987087,
MODELFILE18_Test_066_06_05_2025_19_26_01,4.433758095381476,0.4776801624372322,
MODELFILE18_Test_068_06_05_2025_19_26_01,3.051182042864832,0.4145270606423588,
MODELFILE18_Test_069_06_05_2025_19_26_01,1.7223774733424324,0.4069338767708263,
MODELFILE18_Test_070_06_05_2025_19_26_01,3.2790565205496573,0.0230489646829668,
MODELFILE18_Test_074_06_05_2025_19_26_01,4.000310101019951,0.4196635405639418,
MODELFILE18_Test_082_06_05_2025_19_44_24,3.432204280205841,0.5769902231133375,
MODELFILE18_Test_086_06_05_2025_19_44_24,4.053995411771508,0.055943459189721,
MODELFILE18_Test_091_06_05_2025_19_44_24,2.61206898326728,0.4354863585597057,
MODELFILE18_Test_092_06_05_2025_19_44_24,2.420627060910449,0.2785712005495689,
MODELFILE18_Test_128_06_05_2025_20_21_31,2.1264350007237454,0.3229088328827865,
MODELFILE19_Test_012_06_05_2025_20_39_15,7.62253832935141,0.116194117397112,
MODELFILE19_Test_030_06_05_2025_20_57_06,4.336217607554064,0.0336392749163507,
MODELFILE19_Test_036_06_05_2025_21_15_38,3.247677878633201,0.3597417915813057,
MODELFILE19_Test_044_06_05_2025_21_15_38,3.4593352974262146,0.4695092748458114,
MODELFILE19_Test_045_06_05_2025_21_15_38,4.928112746661599,0.242013609713192,
MODELFILE19_Test_053_06_05_2025_21_34_10,4.430489684771411,0.3208447182549795,
MODELFILE19_Test_073_06_05_2025_21_52_42,3.5920775748359244,0.4816753215881555,
MODELFILE19_Test_084_06_05_2025_22_11_15,3.5920775748359244,0.4817143600122062,
MODELFILE19_Test_092_06_05_2025_22_11_15,3.5920775748359244,0.4814172302083219,
MODELFILE19_Test_108_06_05_2025_22_29_49,3.5920775748359244,0.481665327177885,
MODELFILE19_Test_114_06_05_2025_22_47_33,2.5042698015168723,0.4586702277146888,
MODELFILE19_Test_127_06_05_2025_22_47_33,8.317095861014845,0.194600942043749,
MODELFILE20_Test_001_07_05_2025_09_24_08,3.6644850890421754,0.1157499913142305,
MODELFILE20_Test_013_07_05_2025_09_24_08,5.606757930095124,0.2359679308855108,
MODELFILE20_Test_016_07_05_2025_09_24_08,5.381935855505084,0.0411262498646394,
MODELFILE20_Test_019_07_05_2025_09_42_40,5.606757930095124,0.2361663531738014,
MODELFILE20_Test_039_07_05_2025_10_01_12,7.2016304487036376,0.7149800884633689,
MODELFILE20_Test_047_07_05_2025_10_01_12,5.371227549318412,0.1593364388173555,
