,decision_node,front_all_tests_size,tests_chosen_count,all_tests_count,all_tests_hypervolume,all_tests_igd,decision_node_hypervolume,decision_node_igd,front_from_decision_node_size,quality_indicators_for_front,quality_indicators_all_tests,proportion_of_ref_tests_included
0,"IndicatorBased(hypervolume, 1.0)",26,225,292,9.57180247325364,0.0,9.523462261422212,0.2827704750623636,25,"{'hypervolume': np.float64(9.523462261422212), 'igd': np.float64(0.2827704750623636)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.8461538461538461
1,"IndicatorBased(hypervolume, 0.0)",26,101,292,9.57180247325364,0.0,9.374191670692015,0.3804799811680366,20,"{'hypervolume': np.float64(9.374191670692015), 'igd': np.float64(0.3804799811680366)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.5769230769230769
2,"IndicatorBased(hypervolume, 0.05263157894736842)",26,112,292,9.57180247325364,0.0,9.374193336348947,0.36239952277178483,21,"{'hypervolume': np.float64(9.374193336348947), 'igd': np.float64(0.36239952277178483)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.6153846153846154
3,"IndicatorBased(hypervolume, 0.10526315789473684)",26,113,292,9.57180247325364,0.0,9.374191670692015,0.3804799811680366,20,"{'hypervolume': np.float64(9.374191670692015), 'igd': np.float64(0.3804799811680366)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.5769230769230769
4,"IndicatorBased(hypervolume, 0.15789473684210525)",26,126,292,9.57180247325364,0.0,9.376012466932856,0.379447691855202,22,"{'hypervolume': np.float64(9.376012466932856), 'igd': np.float64(0.379447691855202)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.6153846153846154
5,"IndicatorBased(hypervolume, 0.21052631578947367)",26,130,292,9.57180247325364,0.0,9.375910693163974,0.3778294717021866,22,"{'hypervolume': np.float64(9.375910693163974), 'igd': np.float64(0.3778294717021866)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.6538461538461539
6,"IndicatorBased(hypervolume, 0.2631578947368421)",26,132,292,9.57180247325364,0.0,9.374298468702014,0.37469316337779157,22,"{'hypervolume': np.float64(9.374298468702014), 'igd': np.float64(0.37469316337779157)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.6153846153846154
7,"IndicatorBased(hypervolume, 0.3157894736842105)",26,151,292,9.57180247325364,0.0,9.489112387214856,0.31098843903159684,24,"{'hypervolume': np.float64(9.489112387214856), 'igd': np.float64(0.31098843903159684)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.7307692307692307
8,"IndicatorBased(hypervolume, 0.3684210526315789)",26,142,292,9.57180247325364,0.0,9.374300179638897,0.35574049914229516,23,"{'hypervolume': np.float64(9.374300179638897), 'igd': np.float64(0.35574049914229516)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.7307692307692307
9,"IndicatorBased(hypervolume, 0.42105263157894735)",26,146,292,9.57180247325364,0.0,9.488467949008372,0.3128131868976166,22,"{'hypervolume': np.float64(9.488467949008372), 'igd': np.float64(0.3128131868976166)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.6538461538461539
10,"IndicatorBased(hypervolume, 0.47368421052631576)",26,159,292,9.57180247325364,0.0,9.410422359279485,0.356985467343458,25,"{'hypervolume': np.float64(9.410422359279485), 'igd': np.float64(0.356985467343458)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.8076923076923077
11,"IndicatorBased(hypervolume, 0.5263157894736842)",26,151,292,9.57180247325364,0.0,9.522929662101701,0.2849479889161122,24,"{'hypervolume': np.float64(9.522929662101701), 'igd': np.float64(0.2849479889161122)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.8076923076923077
12,"IndicatorBased(hypervolume, 0.5789473684210527)",26,162,292,9.57180247325364,0.0,9.376017261466616,0.3544486406908848,24,"{'hypervolume': np.float64(9.376017261466616), 'igd': np.float64(0.3544486406908848)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.7307692307692307
13,"IndicatorBased(hypervolume, 0.631578947368421)",26,171,292,9.57180247325364,0.0,9.522949524630496,0.29639810250918014,23,"{'hypervolume': np.float64(9.522949524630496), 'igd': np.float64(0.29639810250918014)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.7307692307692307
14,"IndicatorBased(hypervolume, 0.6842105263157894)",26,177,292,9.57180247325364,0.0,9.410340004619963,0.34894613434472077,22,"{'hypervolume': np.float64(9.410340004619963), 'igd': np.float64(0.34894613434472077)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.7692307692307693
15,"IndicatorBased(hypervolume, 0.7368421052631579)",26,187,292,9.57180247325364,0.0,9.488470866419265,0.29359454960308684,25,"{'hypervolume': np.float64(9.488470866419265), 'igd': np.float64(0.29359454960308684)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.7692307692307693
16,"IndicatorBased(hypervolume, 0.7894736842105263)",26,194,292,9.57180247325364,0.0,9.523462261422212,0.2827704750623636,25,"{'hypervolume': np.float64(9.523462261422212), 'igd': np.float64(0.2827704750623636)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.8461538461538461
17,"IndicatorBased(hypervolume, 0.8421052631578947)",26,191,292,9.57180247325364,0.0,9.48905618761623,0.29208221903551485,24,"{'hypervolume': np.float64(9.48905618761623), 'igd': np.float64(0.29208221903551485)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.7692307692307693
18,"IndicatorBased(hypervolume, 0.894736842105263)",26,202,292,9.57180247325364,0.0,9.488470866419265,0.29359454960308684,25,"{'hypervolume': np.float64(9.488470866419265), 'igd': np.float64(0.29359454960308684)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.7692307692307693
19,"IndicatorBased(hypervolume, 0.9473684210526315)",26,218,292,9.57180247325364,0.0,9.523459575265752,0.2827704750623636,24,"{'hypervolume': np.float64(9.523459575265752), 'igd': np.float64(0.2827704750623636)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.8461538461538461
20,"IndicatorBased(hypervolume, 1.0)",26,222,292,9.57180247325364,0.0,9.410422359279485,0.356985467343458,25,"{'hypervolume': np.float64(9.410422359279485), 'igd': np.float64(0.356985467343458)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.8076923076923077
21,SimAnnealingSingle(10),26,16,292,9.57180247325364,0.0,5.42306365089178,0.8813596978066234,10,"{'hypervolume': np.float64(5.42306365089178), 'igd': np.float64(0.8813596978066234)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.038461538461538464
22,SimAnnealingSingle(50),26,47,292,9.57180247325364,0.0,8.241636999584596,0.5875315172977571,11,"{'hypervolume': np.float64(8.241636999584596), 'igd': np.float64(0.5875315172977571)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.19230769230769232
23,SimAnnealingSingle(90),26,96,292,9.57180247325364,0.0,8.888854078295717,0.20869668041550027,22,"{'hypervolume': np.float64(8.888854078295717), 'igd': np.float64(0.20869668041550027)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.5
24,SimAnnealingSingle(130),26,129,292,9.57180247325364,0.0,9.41596566089356,0.22666408724390508,22,"{'hypervolume': np.float64(9.41596566089356), 'igd': np.float64(0.22666408724390508)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.5769230769230769
25,SimAnnealingSingle(170),26,158,292,9.57180247325364,0.0,9.568494782191797,0.15512429854432494,23,"{'hypervolume': np.float64(9.568494782191797), 'igd': np.float64(0.15512429854432494)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.7692307692307693
26,SimAnnealingSingle(210),26,171,292,9.57180247325364,0.0,9.418825875603536,0.15152714775581616,22,"{'hypervolume': np.float64(9.418825875603536), 'igd': np.float64(0.15152714775581616)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.6923076923076923
27,SimAnnealingSingle(250),26,176,292,9.57180247325364,0.0,9.528499699698745,0.10523858889676176,25,"{'hypervolume': np.float64(9.528499699698745), 'igd': np.float64(0.10523858889676176)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.7307692307692307
28,SimAnnealingSingle(290),26,184,292,9.57180247325364,0.0,9.453656188965784,0.17612043860812385,23,"{'hypervolume': np.float64(9.453656188965784), 'igd': np.float64(0.17612043860812385)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.6153846153846154
29,SimAnnealingSingle(330),26,194,292,9.57180247325364,0.0,9.558946783624304,0.13609439971096796,23,"{'hypervolume': np.float64(9.558946783624304), 'igd': np.float64(0.13609439971096796)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.7307692307692307
30,SimAnnealingSingle(370),26,193,292,9.57180247325364,0.0,9.128875849754909,0.1795372248625496,25,"{'hypervolume': np.float64(9.128875849754909), 'igd': np.float64(0.1795372248625496)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.7307692307692307
31,SimAnnealingSingle(410),26,212,292,9.57180247325364,0.0,9.562317962908587,0.06374485752720631,23,"{'hypervolume': np.float64(9.562317962908587), 'igd': np.float64(0.06374485752720631)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.8846153846153846
32,SimAnnealingSingle(450),26,224,292,9.57180247325364,0.0,9.423867757587441,0.1275369296666908,24,"{'hypervolume': np.float64(9.423867757587441), 'igd': np.float64(0.1275369296666908)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.7307692307692307
33,SimAnnealingSingle(490),26,220,292,9.57180247325364,0.0,9.536810134746522,0.025035985993755113,26,"{'hypervolume': np.float64(9.536810134746522), 'igd': np.float64(0.025035985993755113)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.8461538461538461
34,SimAnnealingSingle(530),26,232,292,9.57180247325364,0.0,9.458682902607851,0.03028465139415204,24,"{'hypervolume': np.float64(9.458682902607851), 'igd': np.float64(0.03028465139415204)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.9230769230769231
35,SimAnnealingSingle(570),26,230,292,9.57180247325364,0.0,9.57180247325364,0.03142876781714356,25,"{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.03142876781714356)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.9615384615384616
36,SimAnnealingSingle(610),26,233,292,9.57180247325364,0.0,9.57180152974947,0.0018170018496042697,25,"{'hypervolume': np.float64(9.57180152974947), 'igd': np.float64(0.0018170018496042697)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.9615384615384616
37,SimAnnealingSingle(650),26,218,292,9.57180247325364,0.0,9.571802472480103,0.03175463467868504,24,"{'hypervolume': np.float64(9.571802472480103), 'igd': np.float64(0.03175463467868504)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.9230769230769231
38,SimAnnealingSingle(690),26,233,292,9.57180247325364,0.0,9.570633410483161,0.0018980912316215381,27,"{'hypervolume': np.float64(9.570633410483161), 'igd': np.float64(0.0018980912316215381)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.9230769230769231
39,SimAnnealingSingle(730),26,247,292,9.57180247325364,0.0,9.5626931097053,0.0938940566653165,26,"{'hypervolume': np.float64(9.5626931097053), 'igd': np.float64(0.0938940566653165)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.9230769230769231
40,SimAnnealingSingle(770),26,232,292,9.57180247325364,0.0,9.57180152974947,0.014211911453031871,26,"{'hypervolume': np.float64(9.57180152974947), 'igd': np.float64(0.014211911453031871)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.9230769230769231
41,SimAnnealingSingle(810),26,240,292,9.57180247325364,0.0,9.571160209648873,0.0033158828540825742,25,"{'hypervolume': np.float64(9.571160209648873), 'igd': np.float64(0.0033158828540825742)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.9230769230769231
42,SimAnnealingSingle(850),26,237,292,9.57180247325364,0.0,9.570986170180168,0.08771786083490753,24,"{'hypervolume': np.float64(9.570986170180168), 'igd': np.float64(0.08771786083490753)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.7692307692307693
43,SimAnnealingSingle(890),26,245,292,9.57180247325364,0.0,9.56872405403085,0.039085862222870756,26,"{'hypervolume': np.float64(9.56872405403085), 'igd': np.float64(0.039085862222870756)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.8846153846153846
44,SimAnnealingSingle(930),26,260,292,9.57180247325364,0.0,9.571214465126676,0.0018381974291134572,25,"{'hypervolume': np.float64(9.571214465126676), 'igd': np.float64(0.0018381974291134572)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.9615384615384616
45,SimAnnealingSingle(970),26,254,292,9.57180247325364,0.0,9.559922061485247,0.009311743973151265,24,"{'hypervolume': np.float64(9.559922061485247), 'igd': np.float64(0.009311743973151265)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.9230769230769231
46,SimAnnealingSingle(1010),26,254,292,9.57180247325364,0.0,9.571800364177271,0.006841830588061717,25,"{'hypervolume': np.float64(9.571800364177271), 'igd': np.float64(0.006841830588061717)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.9230769230769231
47,SimAnnealingSingle(1050),26,259,292,9.57180247325364,0.0,9.57180247325364,0.04382367742057117,26,"{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.04382367742057117)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.9230769230769231
48,SimAnnealingSingle(1090),26,263,292,9.57180247325364,0.0,9.57158961192339,0.09007894334541217,26,"{'hypervolume': np.float64(9.57158961192339), 'igd': np.float64(0.09007894334541217)}","{'hypervolume': np.float64(9.57180247325364), 'igd': np.float64(0.0)}",0.9230769230769231
