,decision_node,front_all_tests_size,tests_chosen_count,all_tests_count,all_tests_hypervolume,all_tests_igd,decision_node_hypervolume,decision_node_igd,front_from_decision_node_size,quality_indicators_for_front,quality_indicators_all_tests,proportion_of_ref_tests_included
0,SimAnnealingSingle(10),26,13,292,8.442531130479045,0.0,4.408078224507619,1.0424165004602821,9,"{'hypervolume': np.float64(4.408078224507619), 'igd': np.float64(1.0424165004602821)}","{'hypervolume': np.float64(8.442531130479045), 'igd': np.float64(0.0)}",0.0
1,SimAnnealingSingle(30),26,37,292,8.442531130479045,0.0,4.810607138088669,0.6440172067906282,15,"{'hypervolume': np.float64(4.810607138088669), 'igd': np.float64(0.6440172067906282)}","{'hypervolume': np.float64(8.442531130479045), 'igd': np.float64(0.0)}",0.15384615384615385
2,SimAnnealingSingle(50),26,59,292,8.442531130479045,0.0,7.6346265815107754,0.30707170959554786,19,"{'hypervolume': np.float64(7.6346265815107754), 'igd': np.float64(0.30707170959554786)}","{'hypervolume': np.float64(8.442531130479045), 'igd': np.float64(0.0)}",0.3076923076923077
3,SimAnnealingSingle(70),26,82,292,8.442531130479045,0.0,7.264695118061786,0.48124844248011744,17,"{'hypervolume': np.float64(7.264695118061786), 'igd': np.float64(0.48124844248011744)}","{'hypervolume': np.float64(8.442531130479045), 'igd': np.float64(0.0)}",0.3076923076923077
4,SimAnnealingSingle(90),26,94,292,8.442531130479045,0.0,8.143172728530052,0.24889765968054656,16,"{'hypervolume': np.float64(8.143172728530052), 'igd': np.float64(0.24889765968054656)}","{'hypervolume': np.float64(8.442531130479045), 'igd': np.float64(0.0)}",0.38461538461538464
5,SimAnnealingSingle(110),26,110,292,8.442531130479045,0.0,7.871107228059773,0.26776692732979523,19,"{'hypervolume': np.float64(7.871107228059773), 'igd': np.float64(0.26776692732979523)}","{'hypervolume': np.float64(8.442531130479045), 'igd': np.float64(0.0)}",0.38461538461538464
6,SimAnnealingSingle(130),26,130,292,8.442531130479045,0.0,8.27144785383526,0.2660328146529393,21,"{'hypervolume': np.float64(8.27144785383526), 'igd': np.float64(0.2660328146529393)}","{'hypervolume': np.float64(8.442531130479045), 'igd': np.float64(0.0)}",0.5
7,SimAnnealingSingle(150),26,131,292,8.442531130479045,0.0,7.476029551634459,0.21159467823967062,23,"{'hypervolume': np.float64(7.476029551634459), 'igd': np.float64(0.21159467823967062)}","{'hypervolume': np.float64(8.442531130479045), 'igd': np.float64(0.0)}",0.5384615384615384
8,SimAnnealingSingle(170),26,137,292,8.442531130479045,0.0,7.909979701155557,0.17516508236998027,26,"{'hypervolume': np.float64(7.909979701155557), 'igd': np.float64(0.17516508236998027)}","{'hypervolume': np.float64(8.442531130479045), 'igd': np.float64(0.0)}",0.6153846153846154
9,SimAnnealingSingle(190),26,152,292,8.442531130479045,0.0,8.083146385638438,0.24643415448306658,19,"{'hypervolume': np.float64(8.083146385638438), 'igd': np.float64(0.24643415448306658)}","{'hypervolume': np.float64(8.442531130479045), 'igd': np.float64(0.0)}",0.6538461538461539
10,SimAnnealingSingle(210),26,167,292,8.442531130479045,0.0,8.38807564539553,0.19436148227558686,20,"{'hypervolume': np.float64(8.38807564539553), 'igd': np.float64(0.19436148227558686)}","{'hypervolume': np.float64(8.442531130479045), 'igd': np.float64(0.0)}",0.6538461538461539
11,SimAnnealingSingle(230),26,178,292,8.442531130479045,0.0,8.282492755296792,0.16846736602517767,23,"{'hypervolume': np.float64(8.282492755296792), 'igd': np.float64(0.16846736602517767)}","{'hypervolume': np.float64(8.442531130479045), 'igd': np.float64(0.0)}",0.7692307692307693
12,SimAnnealingSingle(250),26,164,292,8.442531130479045,0.0,8.423979257740381,0.07875453617867041,21,"{'hypervolume': np.float64(8.423979257740381), 'igd': np.float64(0.07875453617867041)}","{'hypervolume': np.float64(8.442531130479045), 'igd': np.float64(0.0)}",0.6923076923076923
13,SimAnnealingSingle(270),26,192,292,8.442531130479045,0.0,8.078978637493186,0.10756642836329665,24,"{'hypervolume': np.float64(8.078978637493186), 'igd': np.float64(0.10756642836329665)}","{'hypervolume': np.float64(8.442531130479045), 'igd': np.float64(0.0)}",0.7307692307692307
14,SimAnnealingSingle(290),26,188,292,8.442531130479045,0.0,7.888490617732105,0.15582249513923468,23,"{'hypervolume': np.float64(7.888490617732105), 'igd': np.float64(0.15582249513923468)}","{'hypervolume': np.float64(8.442531130479045), 'igd': np.float64(0.0)}",0.7307692307692307
15,SimAnnealingSingle(310),26,186,292,8.442531130479045,0.0,7.94255196439435,0.08420736995273047,25,"{'hypervolume': np.float64(7.94255196439435), 'igd': np.float64(0.08420736995273047)}","{'hypervolume': np.float64(8.442531130479045), 'igd': np.float64(0.0)}",0.6538461538461539
16,SimAnnealingSingle(330),26,188,292,8.442531130479045,0.0,8.385629559301938,0.09164985301398132,22,"{'hypervolume': np.float64(8.385629559301938), 'igd': np.float64(0.09164985301398132)}","{'hypervolume': np.float64(8.442531130479045), 'igd': np.float64(0.0)}",0.7692307692307693
17,SimAnnealingSingle(350),26,188,292,8.442531130479045,0.0,8.282425329459468,0.13201703085618846,24,"{'hypervolume': np.float64(8.282425329459468), 'igd': np.float64(0.13201703085618846)}","{'hypervolume': np.float64(8.442531130479045), 'igd': np.float64(0.0)}",0.7307692307692307
18,SimAnnealingSingle(370),26,194,292,8.442531130479045,0.0,8.438144918545781,0.06894524530808653,24,"{'hypervolume': np.float64(8.438144918545781), 'igd': np.float64(0.06894524530808653)}","{'hypervolume': np.float64(8.442531130479045), 'igd': np.float64(0.0)}",0.7307692307692307
19,SimAnnealingSingle(390),26,213,292,8.442531130479045,0.0,8.329410155182094,0.05516884194963224,22,"{'hypervolume': np.float64(8.329410155182094), 'igd': np.float64(0.05516884194963224)}","{'hypervolume': np.float64(8.442531130479045), 'igd': np.float64(0.0)}",0.8461538461538461
20,SimAnnealingSingle(410),26,207,292,8.442531130479045,0.0,8.400114842041278,0.07484188320585196,22,"{'hypervolume': np.float64(8.400114842041278), 'igd': np.float64(0.07484188320585196)}","{'hypervolume': np.float64(8.442531130479045), 'igd': np.float64(0.0)}",0.7692307692307693
21,SimAnnealingSingle(430),26,220,292,8.442531130479045,0.0,8.328987023287166,0.09014653928835635,26,"{'hypervolume': np.float64(8.328987023287166), 'igd': np.float64(0.09014653928835635)}","{'hypervolume': np.float64(8.442531130479045), 'igd': np.float64(0.0)}",0.8461538461538461
22,SimAnnealingSingle(450),26,222,292,8.442531130479045,0.0,8.409010884112282,0.08041978230939031,23,"{'hypervolume': np.float64(8.409010884112282), 'igd': np.float64(0.08041978230939031)}","{'hypervolume': np.float64(8.442531130479045), 'igd': np.float64(0.0)}",0.7692307692307693
23,SimAnnealingSingle(470),26,222,292,8.442531130479045,0.0,8.329411559833256,0.05024503329525846,27,"{'hypervolume': np.float64(8.329411559833256), 'igd': np.float64(0.05024503329525846)}","{'hypervolume': np.float64(8.442531130479045), 'igd': np.float64(0.0)}",0.8846153846153846
24,SimAnnealingSingle(490),26,230,292,8.442531130479045,0.0,8.083454287712282,0.07151905111545302,27,"{'hypervolume': np.float64(8.083454287712282), 'igd': np.float64(0.07151905111545302)}","{'hypervolume': np.float64(8.442531130479045), 'igd': np.float64(0.0)}",0.8461538461538461
25,SimAnnealingSingle(510),26,220,292,8.442531130479045,0.0,8.096748905462308,0.056920840224937964,24,"{'hypervolume': np.float64(8.096748905462308), 'igd': np.float64(0.056920840224937964)}","{'hypervolume': np.float64(8.442531130479045), 'igd': np.float64(0.0)}",0.8461538461538461
26,SimAnnealingMulti(10),26,23,292,8.442531130479045,0.0,4.333864583679597,0.8182945893366681,13,"{'hypervolume': np.float64(4.333864583679597), 'igd': np.float64(0.8182945893366681)}","{'hypervolume': np.float64(8.442531130479045), 'igd': np.float64(0.0)}",0.038461538461538464
27,SimAnnealingMulti(30),26,40,292,8.442531130479045,0.0,7.027614263975135,0.4013779490561878,17,"{'hypervolume': np.float64(7.027614263975135), 'igd': np.float64(0.4013779490561878)}","{'hypervolume': np.float64(8.442531130479045), 'igd': np.float64(0.0)}",0.15384615384615385
28,SimAnnealingMulti(50),26,55,292,8.442531130479045,0.0,6.079492614245222,0.42165729593777157,19,"{'hypervolume': np.float64(6.079492614245222), 'igd': np.float64(0.42165729593777157)}","{'hypervolume': np.float64(8.442531130479045), 'igd': np.float64(0.0)}",0.19230769230769232
29,SimAnnealingMulti(70),26,72,292,8.442531130479045,0.0,6.0942043589095585,0.5282266116012813,23,"{'hypervolume': np.float64(6.0942043589095585), 'igd': np.float64(0.5282266116012813)}","{'hypervolume': np.float64(8.442531130479045), 'igd': np.float64(0.0)}",0.23076923076923078
30,SimAnnealingMulti(90),26,93,292,8.442531130479045,0.0,8.244949694778603,0.20378081659677644,20,"{'hypervolume': np.float64(8.244949694778603), 'igd': np.float64(0.20378081659677644)}","{'hypervolume': np.float64(8.442531130479045), 'igd': np.float64(0.0)}",0.5
31,SimAnnealingMulti(110),26,101,292,8.442531130479045,0.0,6.242465770128257,0.3612219614509413,22,"{'hypervolume': np.float64(6.242465770128257), 'igd': np.float64(0.3612219614509413)}","{'hypervolume': np.float64(8.442531130479045), 'igd': np.float64(0.0)}",0.3076923076923077
32,SimAnnealingMulti(130),26,118,292,8.442531130479045,0.0,5.369117093688437,0.5043798503951937,26,"{'hypervolume': np.float64(5.369117093688437), 'igd': np.float64(0.5043798503951937)}","{'hypervolume': np.float64(8.442531130479045), 'igd': np.float64(0.0)}",0.34615384615384615
33,SimAnnealingMulti(150),26,149,292,8.442531130479045,0.0,5.942937304559553,0.3752906915944397,21,"{'hypervolume': np.float64(5.942937304559553), 'igd': np.float64(0.3752906915944397)}","{'hypervolume': np.float64(8.442531130479045), 'igd': np.float64(0.0)}",0.5769230769230769
34,SimAnnealingMulti(170),26,146,292,8.442531130479045,0.0,8.081429552073983,0.22000592818343584,20,"{'hypervolume': np.float64(8.081429552073983), 'igd': np.float64(0.22000592818343584)}","{'hypervolume': np.float64(8.442531130479045), 'igd': np.float64(0.0)}",0.5769230769230769
35,SimAnnealingMulti(190),26,159,292,8.442531130479045,0.0,8.32633439083828,0.09773687178661314,23,"{'hypervolume': np.float64(8.32633439083828), 'igd': np.float64(0.09773687178661314)}","{'hypervolume': np.float64(8.442531130479045), 'igd': np.float64(0.0)}",0.8461538461538461
36,SimAnnealingMulti(210),26,154,292,8.442531130479045,0.0,7.858429505060231,0.13474567609156227,27,"{'hypervolume': np.float64(7.858429505060231), 'igd': np.float64(0.13474567609156227)}","{'hypervolume': np.float64(8.442531130479045), 'igd': np.float64(0.0)}",0.5769230769230769
