,id,result_desc,param1,param2,r2_score_mean,mse_mean,rmse_mean,r2_score_stddev,mse_score_stddev,rmse_score_stddev,memory_used_mean,timediff_mean
1,ID2n_estimators300_min_samples_split3,Mycobot-FourjointsTSFreshWin_GradBoost_n_estimators=300_min_samples_split_3,300,3.0,0.6045706928261445,0.010325901415697183,0.10123770354595758,0.05087496899658057,0.0016654475113318486,0.008765203730546877,0.0,8.976564482599974
0,ID1n_estimators300_min_samples_split2,Mycobot-FourjointsTSFreshWin_GradBoost_n_estimators=300_min_samples_split_2,300,2.0,0.6016386268276575,0.01030298613699378,0.10092410916430165,0.08102597439185458,0.0021030342544320125,0.010830989169318832,0.0,9.033114317400031
26,ID27num_kernels2000_n_estimators100,Mycobot-Fourjoints_MiniRocket_GradBoost_num_kernels=2000_n_estimators_100,2000,100.0,0.6004094966556227,0.010460046285815585,0.10163665056470506,0.07169334197867035,0.002357324565346112,0.011403400712227183,0.0,38.74312952680011
24,ID25num_kernels2000_n_estimators300,Mycobot-Fourjoints_MiniRocket_GradBoost_num_kernels=2000_n_estimators_300,2000,300.0,0.5955968565149228,0.010519897629982681,0.10194861532193204,0.08323538757874423,0.002228237367450025,0.011241773166338273,0.0,105.28366529140003
18,ID19num_kernels1000_n_estimators300,Mycobot-Fourjoints_MiniRocket_GradBoost_num_kernels=1000_n_estimators_300,1000,300.0,0.5953002951838491,0.010490713475320773,0.10202047282587887,0.07528833571116653,0.0018440109776234719,0.00908496558633465,0.0,49.164794002399866
6,ID7n_estimators100_min_samples_split2,Mycobot-FourjointsTSFreshWin_GradBoost_n_estimators=100_min_samples_split_2,100,2.0,0.5946224851328348,0.01061833998735548,0.10267331302486957,0.043959525924919335,0.0017886420322069064,0.008748187232371375,0.0,8.64788295620001
5,ID6n_estimators200_min_samples_split4,Mycobot-FourjointsTSFreshWin_GradBoost_n_estimators=200_min_samples_split_4,200,4.0,0.5935498274577568,0.010637222161717478,0.10274140509314011,0.05552069632337428,0.0019340055937774818,0.009023626832087192,0.0,8.830920835799976
8,ID9n_estimators100_min_samples_split4,Mycobot-FourjointsTSFreshWin_GradBoost_n_estimators=100_min_samples_split_4,100,4.0,0.5917562571834651,0.010788541916226255,0.1029046169279291,0.05989325438516802,0.0031460851125720245,0.014113175799316934,0.0,8.67834475579998
20,ID21num_kernels1000_n_estimators100,Mycobot-Fourjoints_MiniRocket_GradBoost_num_kernels=1000_n_estimators_100,1000,100.0,0.5872671019360162,0.010460615413604012,0.10201390263508725,0.09258396617584076,0.001493245889201943,0.007333422309055257,0.0,19.018762078799956
4,ID5n_estimators200_min_samples_split3,Mycobot-FourjointsTSFreshWin_GradBoost_n_estimators=200_min_samples_split_3,200,3.0,0.5870418293069711,0.01074132889533852,0.10323797195529949,0.042231702008258716,0.001878081744679635,0.009124146091296075,0.0,8.791322204000016
27,ID28num_kernels2000_n_estimators50,Mycobot-Fourjoints_MiniRocket_GradBoost_num_kernels=2000_n_estimators_50,2000,50.0,0.5847074903324938,0.010955726346657391,0.10393816736095338,0.05171877621769507,0.002762923345832502,0.012352477982325576,0.0,22.1511449216001
7,ID8n_estimators100_min_samples_split3,Mycobot-FourjointsTSFreshWin_GradBoost_n_estimators=100_min_samples_split_3,100,3.0,0.5775091088359043,0.010965929736641693,0.10459229838568088,0.0367873787788736,0.0011022341705012439,0.005136229652419557,0.0,8.652329443600001
7,ID8num_kernels200_n_estimators200,Mycobot-Fourjoints_MiniRocket_GradBoost_num_kernels=200_n_estimators_200,200,200.0,0.5769835214214387,0.01093662724712182,0.10431005878482984,0.05892399276535051,0.0015495511897586501,0.0074859123309828695,0.0,7.636291100799826
9,ID10num_kernels200_n_estimators50,Mycobot-Fourjoints_MiniRocket_GradBoost_num_kernels=200_n_estimators_50,200,50.0,0.573628178476046,0.011228218185812999,0.10506111280338142,0.07657614948783678,0.0029649608298323842,0.013797853540611494,0.0,3.8471375126001477
6,ID7num_kernels200_n_estimators300,Mycobot-Fourjoints_MiniRocket_GradBoost_num_kernels=200_n_estimators_300,200,300.0,0.5735258288812995,0.010933928561215108,0.10431575495152849,0.0625231428785771,0.001529270362296427,0.007221622401356037,0.0,10.078106218599988
21,ID22num_kernels1000_n_estimators50,Mycobot-Fourjoints_MiniRocket_GradBoost_num_kernels=1000_n_estimators_50,1000,50.0,0.5717516168261563,0.011105762730596241,0.10523748259261742,0.028281712995104482,0.0011346122991591659,0.005552926090340783,0.0,11.835914570999922
11,ID12n_estimators50_min_samples_split4,Mycobot-FourjointsTSFreshWin_GradBoost_n_estimators=50_min_samples_split_4,50,4.0,0.567390653373959,0.011311494172366512,0.10609198403176898,0.044266715744733356,0.0015924563312456148,0.007482318929943264,0.0,8.680447455800003
25,ID26num_kernels2000_n_estimators200,Mycobot-Fourjoints_MiniRocket_GradBoost_num_kernels=2000_n_estimators_200,2000,200.0,0.5653503835587127,0.011337155967851672,0.10631805061060713,0.02024411185845272,0.0012111811280414073,0.005798972513476232,0.0,71.1637646436
9,ID10n_estimators50_min_samples_split2,Mycobot-FourjointsTSFreshWin_GradBoost_n_estimators=50_min_samples_split_2,50,2.0,0.5635107572181235,0.01130617132839412,0.10617556193173591,0.04638156160190249,0.0012087112551213291,0.005737715300904039,0.0,8.539296965799986
15,ID16num_kernels500_n_estimators50,Mycobot-Fourjoints_MiniRocket_GradBoost_num_kernels=500_n_estimators_50,500,50.0,0.5623022098294225,0.011360305498742496,0.10642219302828788,0.04027777588519492,0.0012691706941277223,0.005884074251089115,0.0,6.085385096600021
